month,date,time,day,active_energy
7,11,2,0,532.2
7,11,3,0,532.2
7,11,4,0,532.2
7,11,5,0,532.2
7,11,6,0,532.3
7,11,7,0,532.3
7,11,8,0,532.3
7,11,9,0,532.3
7,11,10,0,532.4
7,11,11,0,532.4
7,11,12,0,532.4
7,11,13,0,532.5
7,11,14,0,532.5
7,11,15,0,532.5
7,11,16,0,532.6
7,11,17,0,532.6
7,11,18,0,532.6
7,11,19,0,532.7
7,11,20,0,532.7
7,11,21,0,532.7
7,11,22,0,532.8
7,11,23,0,532.8
7,12,0,0,532.8
7,12,1,0,532.9
7,12,3,0,532.9
7,12,4,0,532.9
7,12,5,0,533.0
7,12,6,0,533.0
7,12,7,0,533.0
7,12,8,0,533.0
7,12,9,0,533.1
7,12,10,0,533.1
7,12,11,0,533.1
7,12,12,0,533.2
7,12,13,0,533.2
7,12,14,0,533.2
7,12,15,0,533.3
7,12,16,0,533.3
7,12,17,0,533.3
7,12,18,0,533.4
7,12,19,0,533.4
7,12,20,0,533.4
7,12,21,0,533.5
7,12,22,0,533.5
7,12,23,0,533.5
7,13,0,1,533.5
7,13,1,1,533.6
7,13,2,1,533.6
7,13,4,1,533.7
7,13,5,1,533.7
7,13,6,1,533.7
7,13,7,1,533.7
7,13,8,1,533.8
7,13,9,1,533.8
7,13,10,1,533.8
7,13,11,1,533.9
7,13,12,1,533.9
7,13,13,1,534.0
7,13,14,1,534.0
7,13,15,1,534.1
7,13,16,1,534.1
7,13,17,1,534.1
7,13,18,1,534.2
7,13,19,1,534.2
7,13,20,1,534.3
7,13,21,1,534.3
7,13,22,1,534.3
7,13,23,1,534.4
7,14,0,1,534.4
7,14,1,1,534.4
7,14,2,1,534.5
7,14,3,1,534.5
7,15,6,1,535.5
7,15,7,1,535.5
7,15,8,1,535.5
7,15,9,1,535.6
7,15,10,1,535.6
7,15,11,1,535.6
7,15,12,1,535.7
7,15,13,1,535.7
7,15,14,1,535.8
7,15,15,1,535.8
7,15,16,1,535.9
7,15,17,1,535.9
7,15,18,1,536.0
7,15,19,1,536.0
7,15,20,1,536.0
7,15,21,1,536.1
7,15,22,1,536.1
7,15,23,1,536.1
7,16,0,1,536.2
7,16,1,1,536.2
7,16,2,1,536.2
7,16,3,1,536.3
7,16,4,1,536.3
7,16,5,1,536.3
7,16,7,1,536.4
7,16,8,1,536.4
7,16,9,1,536.4
7,16,10,1,536.5
7,16,11,1,536.5
7,16,12,1,536.6
7,16,13,1,536.6
7,16,14,1,536.7
7,16,15,1,536.7
7,16,16,1,536.7
7,16,17,1,536.8
7,16,18,1,536.8
7,16,19,1,536.9
7,16,20,1,536.9
7,16,21,1,537.0
7,16,22,1,537.0
7,16,23,1,537.0
7,17,0,1,537.1
7,17,1,1,537.1
7,17,2,1,537.1
7,17,3,1,537.1
7,17,4,1,537.2
7,17,5,1,537.2
7,17,6,1,537.2
7,17,8,1,537.3
7,17,9,1,537.3
7,17,10,1,537.4
7,17,11,1,537.4
7,17,12,1,537.4
7,17,13,1,537.5
7,17,14,1,537.5
7,17,15,1,537.6
7,17,16,1,537.6
7,17,17,1,537.7
7,17,18,1,537.7
7,17,19,1,537.7
7,17,20,1,537.8
7,17,21,1,537.8
7,17,22,1,537.9
7,17,23,1,537.9
7,18,0,0,537.9
7,18,1,0,537.9
7,18,2,0,538.0
7,18,3,0,538.0
7,18,4,0,538.0
7,18,5,0,538.1
7,18,6,0,538.1
7,18,7,0,538.1
7,19,10,0,538.9
7,19,11,0,539.0
7,19,12,0,539.0
7,19,13,0,539.0
7,19,14,0,539.1
7,19,15,0,539.1
7,19,16,0,539.1
7,19,17,0,539.2
7,19,18,0,539.2
7,19,19,0,539.2
7,19,20,0,539.3
7,19,21,0,539.3
7,19,22,0,539.3
7,19,23,0,539.4
7,20,0,1,539.4
7,20,1,1,539.4
7,20,2,1,539.5
7,20,3,1,539.5
7,20,4,1,539.5
7,20,5,1,539.5
7,20,6,1,539.6
7,20,7,1,539.6
7,20,8,1,539.6
7,20,9,1,539.6
7,21,12,1,540.7
7,21,13,1,540.7
7,21,14,1,540.8
7,21,15,1,540.8
7,21,16,1,540.9
7,21,17,1,540.9
7,21,18,1,540.9
7,21,19,1,541.0
7,21,20,1,541.0
7,21,21,1,541.1
7,21,22,1,541.1
7,21,23,1,541.1
7,22,0,1,541.2
7,22,1,1,541.2
7,22,2,1,541.2
7,22,3,1,541.3
7,22,4,1,541.3
7,22,5,1,541.3
7,22,6,1,541.3
7,22,7,1,541.4
7,22,8,1,541.4
7,22,9,1,541.4
7,22,10,1,541.5
7,22,11,1,541.5
7,22,13,1,541.6
7,22,14,1,541.7
7,22,15,1,541.7
7,22,16,1,541.7
7,22,17,1,541.8
7,22,18,1,541.8
7,22,19,1,541.9
7,22,20,1,541.9
7,22,21,1,542.0
7,22,22,1,542.0
7,22,23,1,542.0
7,23,0,1,542.1
7,23,1,1,542.1
7,23,2,1,542.1
7,23,3,1,542.2
7,23,4,1,542.2
7,23,5,1,542.2
7,23,6,1,542.2
7,23,7,1,542.3
7,23,8,1,542.3
7,23,9,1,542.3
7,23,10,1,542.4
7,23,11,1,542.4
7,23,12,1,542.5
7,23,14,1,542.6
7,23,15,1,542.6
7,23,16,1,542.6
7,23,17,1,542.7
7,23,18,1,542.7
7,23,19,1,542.8
7,23,20,1,542.8
7,23,21,1,542.8
7,23,22,1,542.9
7,23,23,1,542.9
7,25,0,0,543.8
7,25,1,0,543.8
7,25,2,0,543.9
7,25,3,0,543.9
7,25,4,0,543.9
7,25,5,0,544.0
7,25,6,0,544.0
7,25,7,0,544.0
7,25,8,0,544.0
7,25,9,0,544.1
7,25,10,0,544.1
7,25,11,0,544.1
7,25,12,0,544.2
7,25,13,0,544.2
7,25,15,0,544.2
7,25,16,0,544.3
7,25,17,0,544.3
7,25,18,0,544.4
7,25,19,0,544.4
7,25,20,0,544.4
7,25,21,0,544.5
7,25,22,0,544.5
7,25,23,0,544.5
7,26,0,0,544.5
7,26,1,0,544.6
7,26,2,0,544.6
7,26,3,0,544.6
7,26,4,0,544.7
7,26,5,0,544.7
7,26,6,0,544.7
7,26,7,0,544.7
7,26,8,0,544.8
7,26,9,0,544.8
7,26,10,0,544.8
7,26,11,0,544.8
7,26,12,0,544.9
7,26,13,0,544.9
7,26,14,0,544.9
7,26,16,0,545.0
7,26,17,0,545.0
7,26,18,0,545.1
7,26,19,0,545.1
7,26,20,0,545.1
7,26,21,0,545.2
7,26,22,0,545.2
7,26,23,0,545.2
7,27,0,1,545.3
7,27,1,1,545.3
7,27,2,1,545.3
7,27,3,1,545.3
7,27,4,1,545.4
7,27,5,1,545.4
7,27,6,1,545.4
7,27,7,1,545.5
7,27,8,1,545.5
7,27,9,1,545.5
7,27,10,1,545.6
7,27,11,1,545.6
7,27,12,1,545.6
7,27,13,1,545.7
7,27,14,1,545.7
7,27,15,1,545.8
7,27,17,1,545.9
7,27,18,1,545.9
7,27,19,1,545.9
7,27,20,1,546.0
7,27,21,1,546.0
7,27,22,1,546.1
7,27,23,1,546.1
7,28,0,1,546.1
7,28,1,1,546.2
7,28,2,1,546.2
7,28,3,1,546.2
7,28,4,1,546.3
7,28,5,1,546.3
7,28,6,1,546.3
7,28,7,1,546.3
7,28,8,1,546.4
7,28,9,1,546.4
7,28,10,1,546.4
7,28,11,1,546.5
7,28,12,1,546.5
7,28,13,1,546.6
7,28,14,1,546.6
7,28,15,1,546.7
7,28,16,1,546.7
7,29,19,1,547.7
7,29,20,1,547.7
7,29,21,1,547.8
7,29,22,1,547.8
7,29,23,1,547.9
7,30,0,1,547.9
7,30,1,1,547.9
7,30,2,1,547.9
7,30,3,1,548.0
7,30,4,1,548.0
7,30,5,1,548.0
7,30,6,1,548.1
7,30,7,1,548.1
7,30,8,1,548.1
7,30,9,1,548.1
7,30,10,1,548.2
7,30,11,1,548.2
7,30,12,1,548.3
7,30,13,1,548.3
7,30,14,1,548.4
7,30,15,1,548.4
7,30,16,1,548.4
7,30,17,1,548.5
7,30,18,1,548.5
7,31,21,1,549.5
7,31,22,1,549.6
7,31,23,1,549.6
8,1,0,0,549.6
8,1,1,0,549.7
8,1,2,0,549.7
8,1,3,0,549.7
8,1,4,0,549.7
8,1,5,0,549.8
8,1,6,0,549.8
8,1,7,0,549.8
8,1,8,0,549.8
8,1,9,0,549.9
8,1,10,0,549.9
8,1,11,0,549.9
8,1,12,0,550.0
8,1,13,0,550.0
8,1,14,0,550.0
