month,date,time,day,active_energy
7,11,2,0,384.5
7,11,3,0,384.6
7,11,4,0,384.6
7,11,5,0,384.6
7,11,6,0,384.7
7,11,7,0,384.7
7,11,8,0,384.7
7,11,9,0,384.8
7,11,10,0,384.8
7,11,11,0,384.9
7,11,12,0,385.0
7,11,13,0,385.0
7,11,14,0,385.1
7,11,15,0,385.1
7,11,16,0,385.2
7,11,17,0,385.3
7,11,18,0,385.3
7,11,19,0,385.4
7,11,20,0,385.5
7,11,21,0,385.5
7,11,22,0,385.6
7,11,23,0,385.6
7,12,0,0,385.6
7,12,1,0,385.7
7,12,3,0,385.7
7,12,4,0,385.8
7,12,5,0,385.8
7,12,6,0,385.8
7,12,7,0,385.8
7,12,8,0,385.9
7,12,9,0,385.9
7,12,10,0,386.0
7,12,11,0,386.0
7,12,12,0,386.1
7,12,13,0,386.2
7,12,14,0,386.2
7,12,15,0,386.3
7,12,16,0,386.3
7,12,17,0,386.4
7,12,18,0,386.5
7,12,19,0,386.6
7,12,20,0,386.6
7,12,21,0,386.7
7,12,22,0,386.7
7,12,23,0,386.8
7,13,0,1,386.8
7,13,1,1,386.8
7,13,2,1,386.9
7,13,4,1,386.9
7,13,5,1,387.0
7,13,6,1,387.0
7,13,7,1,387.0
7,13,8,1,387.0
7,13,9,1,387.1
7,13,10,1,387.2
7,13,11,1,387.3
7,13,12,1,387.4
7,13,13,1,387.5
7,13,14,1,387.5
7,13,15,1,387.6
7,13,16,1,387.7
7,13,17,1,387.8
7,13,18,1,387.9
7,13,19,1,388.0
7,13,20,1,388.0
7,13,21,1,388.1
7,13,22,1,388.1
7,13,23,1,388.2
7,14,0,1,388.2
7,14,1,1,388.3
7,14,2,1,388.3
7,14,3,1,388.3
7,15,6,1,389.8
7,15,7,1,389.8
7,15,8,1,389.9
7,15,9,1,390.0
7,15,10,1,390.0
7,15,11,1,390.1
7,15,12,1,390.2
7,15,13,1,390.3
7,15,14,1,390.4
7,15,15,1,390.5
7,15,16,1,390.6
7,15,17,1,390.6
7,15,18,1,390.7
7,15,19,1,390.8
