month,date,time,day,temp,humid,active_power,active_energy
6,1,1,1,19.3,93.0,1799.0,483.1
6,1,2,1,19.2,94.0,1781.0,484.8
6,1,3,1,19.1,96.0,1817.0,486.5
6,1,4,1,18.6,98.0,1739.0,488.2
6,1,5,1,18.6,97.0,1683.0,489.9
6,1,6,1,18.7,96.0,1718.0,491.6
6,1,7,1,18.9,95.0,1823.0,493.2
6,1,8,1,19.6,91.0,2172.0,494.9
6,1,9,1,20.1,88.0,2307.0,496.8
6,1,10,1,20.9,78.0,2274.0,499.1
6,1,11,1,23.1,64.0,2328.0,501.2
6,1,12,1,23.5,52.0,2288.0,503.4
6,1,13,1,25.2,43.0,2332.0,505.5
6,1,14,1,25.5,39.0,2247.0,507.6
6,1,15,1,25.9,33.0,2351.0,509.8
6,1,16,1,25.4,27.0,2343.0,512.0
6,1,17,1,24.9,28.0,2314.0,514.3
6,1,18,1,24.5,25.0,2146.0,516.5
6,1,19,1,22.7,43.0,2070.0,518.6
6,1,20,1,21.0,47.0,2027.0,520.5
6,1,21,1,19.4,56.0,1988.0,522.5
6,1,22,1,18.7,58.0,1993.0,524.4
6,1,23,1,18.3,64.0,1889.0,526.2
6,2,0,1,17.6,69.0,1800.0,528.0
6,2,2,1,16.2,69.0,1689.0,531.4
6,2,3,1,15.5,71.0,1720.0,533.0
6,2,4,1,14.9,87.0,1683.0,534.7
6,2,5,1,14.4,92.0,1607.0,536.3
6,2,6,1,14.8,90.0,1608.0,537.8
6,2,7,1,15.6,82.0,1676.0,539.4
6,2,8,1,17.4,68.0,1929.0,541.0
6,2,9,1,20.2,53.0,2116.0,542.7
6,2,10,1,22.1,41.0,2201.0,544.7
6,2,11,1,25.6,36.0,2230.0,546.8
6,2,12,1,26.3,31.0,2163.0,548.9
6,2,13,1,26.6,24.0,2374.0,550.9
6,2,14,1,27.2,24.0,2379.0,553.1
6,2,15,1,27.6,28.0,2462.0,555.4
6,2,16,1,26.7,36.0,2474.0,557.7
6,2,17,1,26.0,49.0,2431.0,560.1
6,2,18,1,24.7,53.0,2368.0,562.5
6,2,19,1,23.3,61.0,2210.0,564.7
6,2,20,1,22.3,72.0,2135.0,566.8
6,2,21,1,21.2,79.0,2160.0,568.8
6,2,22,1,20.3,83.0,2043.0,570.9
6,2,23,1,19.7,87.0,1954.0,572.8
6,3,0,1,19.9,85.0,1924.0,574.7
6,3,1,1,19.8,83.0,1938.0,576.6
6,3,3,1,19.9,84.0,1757.0,580.1
6,3,4,1,18.8,93.0,1769.0,581.8
6,3,5,1,18.3,96.0,1754.0,583.5
6,3,6,1,18.7,96.0,1740.0,585.2
6,3,7,1,19.4,95.0,1851.0,586.9
6,3,8,1,20.2,92.0,2159.0,588.6
6,3,9,1,20.6,91.0,2326.0,590.6
6,3,10,1,21.6,86.0,2433.0,592.8
6,3,11,1,22.6,86.0,2441.0,595.2
6,3,12,1,24.6,80.0,2422.0,597.5
6,3,13,1,24.8,75.0,2573.0,599.8
6,3,14,1,25.6,74.0,2584.0,602.2
6,3,15,1,26.7,66.0,2674.0,604.7
6,3,16,1,27.9,65.0,2646.0,607.2
6,3,17,1,27.4,60.0,2585.0,609.8
6,3,18,1,25.4,73.0,2519.0,612.3
6,3,19,1,24.2,80.0,2284.0,614.6
6,3,20,1,24.0,77.0,2291.0,616.8
6,3,21,1,23.8,81.0,2142.0,619.0
6,3,22,1,23.2,88.0,2114.0,621.1
6,3,23,1,22.5,94.0,2073.0,623.2
6,4,0,1,21.9,96.0,2007.0,625.1
6,4,1,1,21.8,96.0,2007.0,627.0
6,4,2,1,21.5,95.0,1888.0,628.9
6,5,5,1,20.6,98.0,1758.0,686.9
6,5,6,1,20.3,98.0,1769.0,688.6
6,5,7,1,20.8,97.0,1901.0,690.3
6,5,8,1,22.3,94.0,2335.0,692.1
6,5,9,1,23.9,85.0,2421.0,694.1
6,5,10,1,25.4,81.0,2561.0,696.4
6,5,11,1,27.2,70.0,2563.0,698.8
6,5,12,1,28.7,60.0,2585.0,701.3
6,5,13,1,29.4,56.0,2738.0,703.8
6,5,14,1,31.0,53.0,2822.0,706.4
6,5,15,1,32.1,47.0,2853.0,709.1
6,5,16,1,31.2,46.0,2742.0,711.8
6,5,17,1,31.3,55.0,2760.0,714.5
6,5,18,1,28.6,65.0,2511.0,717.1
6,5,19,1,27.1,72.0,2301.0,719.5
6,5,20,1,25.0,80.0,2293.0,721.7
6,5,21,1,23.8,86.0,2167.0,723.9
6,5,22,1,22.6,90.0,2174.0,726.0
6,5,23,1,22.3,88.0,2015.0,728.0
6,6,0,0,21.9,92.0,1936.0,729.9
6,6,1,0,22.0,90.0,1839.0,731.8
6,6,2,0,21.8,92.0,1825.0,733.5
6,6,3,0,21.4,95.0,1759.0,735.3
6,6,4,0,20.7,96.0,1762.0,737.0
6,6,6,0,21.1,96.0,1730.0,740.3
6,6,7,0,21.8,95.0,1732.0,742.0
6,6,8,0,23.1,91.0,1806.0,743.7
6,6,9,0,24.1,84.0,1938.0,745.4
6,6,10,0,25.1,81.0,1833.0,747.2
6,6,11,0,27.2,73.0,1893.0,749.0
6,6,12,0,28.4,68.0,1973.0,750.8
6,6,13,0,29.4,63.0,2029.0,752.7
6,6,14,0,29.7,57.0,2168.0,754.6
6,6,15,0,29.4,59.0,2175.0,756.6
6,6,16,0,29.0,61.0,2194.0,758.6
6,6,17,0,26.4,72.0,2157.0,760.8
6,6,18,0,24.8,77.0,2106.0,762.8
6,6,19,0,23.5,81.0,2134.0,764.9
6,6,20,0,23.1,82.0,2082.0,766.9
6,6,21,0,20.9,97.0,2045.0,768.9
6,6,22,0,21.6,95.0,2026.0,770.9
6,6,23,0,21.5,96.0,1964.0,772.8
6,7,0,0,21.5,95.0,1968.0,774.7
6,7,1,0,21.1,94.0,1834.0,776.6
6,7,2,0,20.8,93.0,1856.0,778.4
6,7,3,0,20.4,95.0,1832.0,780.1
6,7,4,0,20.3,95.0,1772.0,781.9
6,7,5,0,19.9,95.0,1728.0,783.6
6,7,7,0,21.1,94.0,1752.0,786.9
6,7,8,0,22.0,89.0,1826.0,788.6
6,7,9,0,23.2,81.0,1844.0,790.3
6,7,10,0,25.2,55.0,1908.0,792.1
6,7,11,0,25.9,55.0,1857.0,793.9
6,7,12,0,26.8,52.0,1968.0,795.7
6,7,13,0,29.1,51.0,1961.0,797.5
6,7,14,0,29.3,54.0,2005.0,799.3
6,7,15,0,29.5,47.0,2067.0,801.2
6,7,16,0,30.7,46.0,2162.0,803.2
6,7,17,0,28.5,50.0,2219.0,805.2
6,7,18,0,28.4,55.0,2151.0,807.3
6,7,19,0,26.5,62.0,2124.0,809.4
6,7,20,0,24.7,70.0,2174.0,811.4
6,7,21,0,23.6,76.0,2059.0,813.5
6,7,22,0,23.1,75.0,2104.0,815.5
6,7,23,0,22.7,77.0,1993.0,817.4
6,8,0,1,22.1,69.0,1918.0,819.3
6,8,1,1,21.7,86.0,1855.0,821.2
6,8,2,1,21.3,91.0,1863.0,823.0
6,8,3,1,20.5,86.0,1804.0,824.8
6,8,4,1,20.5,92.0,1769.0,826.5
6,8,5,1,20.3,92.0,1738.0,828.2
6,8,6,1,19.7,96.0,1782.0,829.9
6,9,9,1,27.0,45.0,2501.0,888.8
6,9,10,1,28.7,43.0,2627.0,891.2
6,9,11,1,30.1,40.0,2742.0,893.7
6,9,12,1,30.9,40.0,2618.0,896.3
6,9,13,1,32.0,39.0,2857.0,898.8
6,9,14,1,32.7,39.0,2947.0,901.5
6,9,15,1,32.3,40.0,2984.0,904.3
6,9,16,1,32.1,44.0,2945.0,907.1
6,9,17,1,30.1,49.0,2942.0,910.0
6,9,18,1,29.9,51.0,2774.0,912.7
6,9,19,1,28.1,56.0,2546.0,915.3
6,9,20,1,27.1,59.0,2503.0,917.7
6,9,21,1,26.5,63.0,2384.0,920.1
6,9,22,1,26.2,65.0,2256.0,922.4
6,9,23,1,26.0,67.0,2210.0,924.6
6,10,0,1,25.1,72.0,2122.0,926.7
6,10,1,1,24.4,74.0,2070.0,928.8
6,10,2,1,24.5,75.0,2013.0,930.8
6,10,3,1,24.2,76.0,1951.0,932.7
6,10,4,1,23.3,81.0,1965.0,934.6
6,10,5,1,22.7,85.0,1831.0,936.5
6,10,6,1,22.6,85.0,1880.0,938.2
6,10,7,1,23.2,84.0,2008.0,940.0
6,10,8,1,25.8,70.0,2418.0,941.9
6,11,11,1,24.9,94.0,2805.0,5.3
