month,date,time,day,temp,humid,active_power,active_energy
7,11,2,0,22.4,97.0,91.0,917.8
7,11,3,0,22.4,97.0,90.0,917.9
7,11,4,0,22.0,99.0,92.0,918.0
7,11,5,0,22.2,99.0,103.0,918.1
7,11,6,0,22.5,98.0,88.0,918.2
7,11,7,0,22.6,98.0,89.0,918.2
7,11,8,0,23.0,98.0,104.0,918.3
7,11,9,0,23.6,96.0,107.0,918.4
7,11,10,0,25.0,91.0,104.0,918.5
7,11,11,0,26.7,79.0,106.0,918.6
7,11,12,0,26.9,74.0,104.0,918.7
7,11,13,0,28.0,75.0,101.0,918.8
7,11,14,0,27.4,78.0,102.0,918.9
7,11,15,0,27.7,77.0,107.0,919.0
7,11,16,0,27.7,75.0,104.0,919.1
7,11,17,0,27.8,81.0,100.0,919.2
7,11,18,0,27.2,81.0,109.0,919.3
7,11,19,0,26.7,82.0,111.0,919.3
7,11,20,0,25.4,89.0,105.0,919.4
7,11,21,0,25.1,94.0,93.0,919.5
7,11,22,0,24.7,94.0,95.0,919.6
7,11,23,0,24.8,93.0,95.0,919.7
7,12,0,0,24.1,88.0,94.0,919.8
7,12,1,0,23.7,86.0,87.0,919.9
7,12,3,0,23.3,85.0,88.0,920.0
7,12,4,0,23.2,91.0,89.0,920.1
7,12,5,0,23.3,87.0,87.0,920.2
7,12,6,0,23.1,89.0,90.0,920.3
7,12,7,0,23.0,91.0,89.0,920.4
7,12,8,0,23.4,90.0,97.0,920.4
7,12,9,0,23.6,89.0,96.0,920.5
7,12,10,0,23.2,94.0,93.0,920.6
7,12,11,0,22.3,95.0,93.0,920.7
7,12,12,0,21.9,98.0,96.0,920.8
7,12,13,0,22.6,98.0,96.0,920.9
7,12,14,0,21.6,98.0,99.0,921.0
7,12,15,0,21.4,99.0,104.0,921.1
7,12,16,0,20.9,99.0,97.0,921.1
7,12,17,0,20.8,99.0,109.0,921.2
7,12,18,0,20.9,99.0,113.0,921.3
7,12,19,0,20.2,99.0,98.0,921.4
7,12,20,0,20.4,98.0,98.0,921.5
7,12,21,0,20.3,98.0,107.0,921.6
7,12,22,0,21.0,96.0,109.0,921.7
7,12,23,0,21.0,96.0,106.0,921.8
7,13,0,1,20.3,98.0,92.0,921.9
7,13,1,1,20.5,99.0,95.0,921.9
7,13,2,1,20.2,99.0,93.0,922.0
7,13,4,1,20.1,99.0,90.0,922.2
7,13,5,1,20.3,99.0,90.0,922.3
7,13,6,1,20.3,99.0,106.0,922.3
7,13,7,1,20.5,99.0,108.0,922.4
7,13,8,1,20.8,99.0,161.0,922.5
7,13,9,1,20.8,99.0,209.0,922.7
7,13,10,1,20.9,99.0,206.0,922.8
7,13,11,1,20.9,99.0,220.0,923.0
7,13,12,1,21.4,99.0,181.0,923.2
7,13,13,1,23.4,99.0,173.0,923.4
7,13,14,1,25.5,98.0,167.0,923.5
7,13,15,1,25.3,94.0,171.0,923.7
7,13,16,1,24.1,92.0,176.0,923.9
7,13,17,1,23.9,94.0,156.0,924.0
7,13,18,1,23.1,96.0,145.0,924.2
7,13,19,1,22.2,97.0,120.0,924.3
7,13,20,1,21.3,98.0,107.0,924.4
7,13,21,1,20.7,99.0,115.0,924.5
7,13,22,1,20.3,99.0,109.0,924.6
7,13,23,1,20.3,99.0,108.0,924.7
7,14,0,1,20.1,99.0,94.0,924.8
7,14,1,1,19.7,99.0,91.0,924.8
7,14,2,1,20.0,99.0,92.0,924.9
7,14,3,1,19.5,99.0,92.0,925.0
7,15,6,1,18.9,99.0,97.0,928.2
7,15,7,1,19.1,99.0,105.0,928.2
7,15,8,1,19.5,99.0,167.0,928.3
7,15,9,1,19.7,99.0,172.0,928.5
7,15,10,1,20.0,99.0,168.0,928.6
7,15,11,1,21.0,98.0,173.0,928.8
7,15,12,1,20.5,99.0,156.0,928.9
7,15,13,1,21.4,98.0,167.0,929.1
7,15,14,1,21.5,98.0,175.0,929.2
7,15,15,1,21.4,96.0,173.0,929.4
7,15,16,1,21.2,96.0,168.0,929.5
7,15,17,1,20.6,98.0,158.0,929.7
7,15,18,1,19.7,99.0,142.0,929.8
7,15,19,1,19.7,99.0,131.0,929.9
7,15,20,1,19.3,99.0,112.0,930.0
7,15,21,1,19.4,99.0,108.0,930.1
7,15,22,1,19.5,99.0,108.0,930.2
7,15,23,1,19.5,99.0,96.0,930.3
7,16,0,1,19.4,99.0,93.0,930.4
7,16,1,1,19.3,99.0,90.0,930.5
7,16,2,1,19.2,99.0,91.0,930.6
7,16,3,1,19.1,99.0,90.0,930.7
7,16,4,1,19.5,99.0,88.0,930.7
7,16,5,1,19.4,99.0,91.0,930.8
7,16,7,1,20.0,99.0,101.0,931.0
7,16,8,1,20.6,98.0,156.0,931.1
7,16,9,1,21.9,94.0,166.0,931.2
7,16,10,1,22.7,92.0,172.0,931.4
7,16,11,1,23.4,82.0,171.0,931.5
7,16,12,1,24.3,80.0,164.0,931.7
7,16,13,1,24.8,82.0,168.0,931.8
7,16,14,1,25.7,76.0,181.0,932.0
7,16,15,1,26.2,72.0,178.0,932.1
7,16,16,1,27.8,65.0,176.0,932.3
7,16,17,1,27.5,64.0,171.0,932.4
7,16,18,1,25.2,82.0,152.0,932.6
7,16,19,1,25.6,79.0,130.0,932.7
7,16,20,1,23.9,88.0,117.0,932.8
7,16,21,1,23.2,94.0,112.0,932.9
7,16,22,1,22.7,95.0,108.0,933.0
7,16,23,1,22.1,96.0,112.0,933.1
7,17,0,1,22.0,96.0,96.0,933.2
7,17,1,1,21.9,96.0,94.0,933.3
7,17,2,1,21.8,96.0,91.0,933.4
7,17,3,1,21.5,97.0,92.0,933.5
7,17,4,1,21.2,97.0,91.0,933.6
7,17,5,1,20.8,99.0,93.0,933.6
7,17,6,1,20.9,99.0,100.0,933.7
7,17,8,1,21.9,97.0,151.0,933.9
7,17,9,1,22.6,95.0,179.0,934.0
7,17,10,1,23.7,91.0,189.0,934.2
7,17,11,1,25.4,82.0,177.0,934.4
7,17,12,1,26.1,74.0,160.0,934.5
7,17,13,1,28.1,67.0,167.0,934.7
7,17,14,1,28.5,60.0,189.0,934.8
7,17,15,1,29.9,54.0,164.0,935.0
7,17,16,1,28.0,69.0,183.0,935.1
7,17,17,1,27.1,75.0,161.0,935.3
7,17,18,1,26.8,74.0,143.0,935.4
7,17,19,1,25.6,77.0,118.0,935.5
7,17,20,1,24.9,79.0,113.0,935.6
7,17,21,1,24.3,85.0,123.0,935.7
7,17,22,1,23.6,91.0,104.0,935.8
7,17,23,1,23.3,94.0,101.0,935.9
7,18,0,0,23.1,94.0,98.0,936.0
7,18,1,0,22.6,94.0,96.0,936.1
7,18,2,0,22.3,92.0,95.0,936.2
7,18,3,0,22.0,94.0,98.0,936.3
7,18,4,0,21.8,94.0,93.0,936.4
7,18,5,0,21.6,95.0,94.0,936.5
7,18,6,0,21.6,94.0,104.0,936.6
7,18,7,0,21.7,90.0,96.0,936.6
7,19,10,0,26.6,84.0,103.0,939.1
7,19,11,0,26.4,87.0,100.0,939.2
7,19,12,0,26.3,90.0,113.0,939.3
7,19,13,0,27.5,83.0,107.0,939.4
7,19,14,0,28.1,84.0,107.0,939.5
7,19,15,0,28.3,83.0,103.0,939.6
7,19,16,0,27.6,87.0,111.0,939.7
7,19,17,0,28.3,82.0,117.0,939.8
7,19,18,0,28.2,82.0,116.0,939.9
7,19,19,0,27.8,86.0,109.0,940.0
7,19,20,0,27.4,89.0,109.0,940.1
7,19,21,0,27.0,92.0,109.0,940.2
7,19,22,0,26.8,94.0,97.0,940.3
7,19,23,0,26.8,94.0,98.0,940.4
7,20,0,1,27.1,93.0,94.0,940.4
7,20,1,1,27.0,93.0,95.0,940.5
7,20,2,1,27.1,91.0,92.0,940.6
7,20,3,1,26.8,93.0,91.0,940.7
7,20,4,1,26.5,95.0,92.0,940.8
7,20,5,1,25.4,98.0,107.0,940.9
7,20,6,1,25.3,98.0,101.0,940.9
7,20,7,1,25.4,97.0,111.0,941.0
7,20,8,1,24.1,99.0,169.0,941.1
7,20,9,1,24.1,99.0,197.0,941.3
7,21,12,1,27.9,66.0,160.0,944.7
7,21,13,1,28.2,66.0,180.0,944.9
7,21,14,1,28.5,73.0,176.0,945.0
7,21,15,1,28.3,67.0,176.0,945.2
7,21,16,1,28.9,71.0,175.0,945.4
7,21,17,1,27.8,76.0,160.0,945.5
7,21,18,1,27.2,78.0,153.0,945.7
7,21,19,1,26.8,82.0,111.0,945.8
7,21,20,1,26.0,91.0,110.0,945.9
7,21,21,1,24.1,99.0,103.0,946.0
7,21,22,1,23.6,99.0,103.0,946.1
7,21,23,1,23.5,99.0,102.0,946.2
7,22,0,1,22.8,99.0,94.0,946.3
7,22,1,1,23.0,99.0,97.0,946.4
7,22,2,1,23.1,99.0,105.0,946.4
7,22,3,1,22.7,99.0,93.0,946.5
7,22,4,1,22.8,99.0,96.0,946.6
7,22,5,1,22.6,99.0,94.0,946.7
7,22,6,1,22.8,99.0,101.0,946.8
7,22,7,1,23.1,99.0,120.0,946.9
7,22,8,1,23.8,99.0,156.0,947.0
7,22,9,1,24.0,99.0,199.0,947.1
7,22,10,1,23.8,99.0,172.0,947.2
7,22,11,1,23.5,99.0,172.0,947.4
7,22,13,1,23.5,99.0,174.0,947.7
7,22,14,1,23.6,99.0,171.0,947.9
7,22,15,1,23.5,99.0,177.0,948.0
7,22,16,1,23.2,99.0,175.0,948.2
7,22,17,1,22.9,99.0,166.0,948.3
7,22,18,1,22.8,99.0,149.0,948.5
7,22,19,1,22.9,99.0,123.0,948.6
7,22,20,1,22.3,99.0,114.0,948.7
7,22,21,1,22.3,99.0,110.0,948.8
7,22,22,1,22.3,99.0,106.0,948.9
7,22,23,1,22.4,99.0,97.0,949.0
7,23,0,1,22.3,99.0,108.0,949.1
7,23,1,1,22.2,99.0,93.0,949.2
7,23,2,1,22.0,99.0,104.0,949.3
7,23,3,1,21.9,99.0,106.0,949.4
7,23,4,1,21.7,99.0,95.0,949.4
7,23,5,1,21.7,99.0,94.0,949.5
7,23,6,1,21.7,99.0,102.0,949.6
7,23,7,1,21.6,99.0,113.0,949.7
7,23,8,1,21.5,99.0,154.0,949.8
7,23,9,1,21.8,99.0,182.0,949.9
7,23,10,1,21.7,99.0,189.0,950.1
7,23,11,1,22.1,99.0,168.0,950.2
7,23,12,1,22.8,99.0,163.0,950.4
7,23,14,1,23.0,99.0,171.0,950.7
7,23,15,1,24.5,97.0,167.0,950.9
7,23,16,1,24.9,95.0,169.0,951.0
7,23,17,1,23.9,98.0,166.0,951.2
7,23,18,1,24.1,98.0,145.0,951.3
7,23,19,1,23.9,99.0,124.0,951.4
7,23,20,1,23.3,99.0,113.0,951.5
7,23,21,1,23.0,99.0,112.0,951.6
7,23,22,1,23.4,97.0,108.0,951.7
7,23,23,1,22.5,97.0,102.0,951.8
7,25,0,0,20.9,99.0,106.0,954.7
7,25,1,0,20.7,99.0,94.0,954.7
7,25,2,0,20.6,99.0,97.0,954.8
7,25,3,0,20.5,99.0,94.0,954.9
7,25,4,0,20.3,99.0,93.0,955.0
7,25,5,0,20.3,99.0,93.0,955.1
7,25,6,0,20.4,99.0,94.0,955.2
7,25,7,0,20.4,99.0,92.0,955.2
7,25,8,0,20.5,99.0,104.0,955.3
7,25,9,0,21.2,99.0,101.0,955.4
7,25,10,0,22.0,99.0,114.0,955.5
7,25,11,0,23.4,98.0,108.0,955.6
7,25,12,0,23.6,96.0,103.0,955.7
7,25,13,0,23.1,97.0,105.0,955.8
7,25,15,0,23.2,96.0,109.0,956.0
7,25,16,0,23.0,96.0,102.0,956.1
7,25,17,0,23.8,95.0,109.0,956.2
7,25,18,0,24.1,94.0,112.0,956.2
7,25,19,0,23.1,96.0,102.0,956.3
7,25,20,0,23.0,96.0,97.0,956.4
7,25,21,0,21.9,99.0,93.0,956.5
7,25,22,0,21.6,98.0,96.0,956.6
7,25,23,0,21.5,97.0,91.0,956.7
7,26,0,0,21.1,97.0,89.0,956.8
7,26,1,0,20.9,98.0,93.0,956.8
7,26,2,0,20.6,98.0,93.0,956.9
7,26,3,0,20.3,98.0,93.0,957.0
7,26,4,0,20.1,99.0,93.0,957.1
7,26,5,0,19.8,99.0,92.0,957.2
7,26,6,0,20.0,99.0,93.0,957.3
7,26,7,0,20.3,99.0,96.0,957.3
7,26,8,0,21.3,97.0,95.0,957.4
7,26,9,0,22.4,94.0,96.0,957.5
7,26,10,0,23.6,81.0,93.0,957.6
7,26,11,0,26.1,79.0,94.0,957.7
7,26,12,0,25.6,77.0,96.0,957.7
7,26,13,0,27.5,68.0,100.0,957.8
7,26,14,0,28.2,69.0,104.0,957.9
7,26,16,0,25.4,82.0,120.0,958.1
7,26,17,0,26.4,75.0,118.0,958.2
7,26,18,0,25.5,83.0,102.0,958.3
7,26,19,0,25.1,86.0,100.0,958.4
7,26,20,0,24.2,84.0,105.0,958.5
7,26,21,0,23.6,88.0,96.0,958.6
7,26,22,0,23.1,91.0,98.0,958.7
7,26,23,0,22.7,94.0,98.0,958.7
7,27,0,1,22.3,96.0,92.0,958.8
7,27,1,1,21.6,96.0,89.0,958.9
7,27,2,1,22.1,95.0,91.0,959.0
7,27,3,1,21.9,95.0,88.0,959.1
7,27,4,1,21.6,97.0,89.0,959.2
7,27,5,1,21.1,98.0,90.0,959.2
7,27,6,1,21.6,96.0,94.0,959.3
7,27,7,1,21.5,97.0,114.0,959.4
7,27,8,1,22.5,95.0,156.0,959.5
7,27,9,1,23.3,91.0,180.0,959.6
7,27,10,1,24.0,90.0,186.0,959.8
7,27,11,1,25.2,88.0,183.0,959.9
7,27,12,1,26.0,83.0,166.0,960.1
7,27,13,1,26.8,78.0,168.0,960.3
7,27,14,1,26.1,82.0,170.0,960.4
7,27,15,1,25.3,91.0,166.0,960.6
7,27,17,1,23.3,98.0,156.0,960.9
7,27,18,1,22.7,99.0,134.0,961.0
7,27,19,1,22.4,99.0,115.0,961.1
7,27,20,1,22.6,99.0,113.0,961.2
7,27,21,1,22.4,99.0,114.0,961.3
7,27,22,1,22.4,99.0,102.0,961.4
7,27,23,1,22.5,99.0,94.0,961.5
7,28,0,1,22.6,99.0,103.0,961.6
7,28,1,1,22.6,99.0,103.0,961.7
7,28,2,1,22.6,99.0,89.0,961.7
7,28,3,1,22.9,99.0,87.0,961.8
7,28,4,1,22.8,99.0,87.0,961.9
7,28,5,1,23.0,99.0,91.0,962.0
7,28,6,1,22.9,99.0,101.0,962.1
7,28,7,1,23.2,99.0,110.0,962.1
7,28,8,1,23.6,99.0,157.0,962.2
7,28,9,1,25.1,99.0,183.0,962.4
7,28,10,1,26.2,97.0,177.0,962.5
7,28,11,1,27.0,95.0,177.0,962.7
7,28,12,1,27.8,93.0,169.0,962.9
7,28,13,1,28.8,92.0,185.0,963.0
7,28,14,1,26.5,97.0,179.0,963.2
7,28,15,1,25.6,99.0,176.0,963.3
7,28,16,1,26.1,99.0,174.0,963.5
7,29,19,1,25.7,99.0,120.0,966.6
7,29,20,1,25.8,99.0,125.0,966.7
7,29,21,1,25.4,99.0,110.0,966.8
7,29,22,1,25.5,99.0,102.0,966.9
7,29,23,1,25.2,99.0,96.0,967.0
7,30,0,1,25.1,99.0,93.0,967.1
7,30,1,1,25.0,99.0,89.0,967.2
7,30,2,1,25.0,99.0,87.0,967.3
7,30,3,1,25.1,99.0,88.0,967.4
7,30,4,1,25.0,99.0,96.0,967.4
7,30,5,1,25.0,99.0,88.0,967.5
7,30,6,1,25.1,99.0,103.0,967.6
7,30,7,1,25.1,99.0,111.0,967.7
7,30,8,1,25.4,99.0,166.0,967.8
7,30,9,1,25.9,99.0,185.0,967.9
7,30,10,1,26.2,99.0,201.0,968.1
7,30,11,1,28.6,97.0,194.0,968.3
7,30,12,1,29.0,92.0,169.0,968.4
7,30,13,1,28.2,95.0,179.0,968.6
7,30,14,1,27.9,95.0,178.0,968.7
7,30,15,1,29.3,93.0,179.0,968.9
7,30,16,1,29.7,92.0,177.0,969.1
7,30,17,1,28.4,89.0,170.0,969.2
7,30,18,1,27.6,95.0,148.0,969.4
7,31,21,1,27.0,91.0,117.0,972.5
7,31,22,1,26.5,95.0,117.0,972.6
7,31,23,1,26.0,96.0,112.0,972.8
8,1,0,0,25.6,97.0,109.3,972.9
8,1,1,0,25.4,97.0,109.0,973.0
8,1,2,0,25.3,97.0,115.5,973.0
8,1,3,0,25.0,97.0,110.1,973.1
8,1,4,0,24.9,98.0,107.3,973.2
8,1,5,0,24.9,98.0,106.0,973.3
8,1,6,0,24.7,98.0,105.6,973.4
8,1,7,0,25.2,98.0,112.5,973.5
8,1,8,0,26.1,95.0,107.6,973.6
8,1,9,0,27.5,91.0,114.2,973.7
8,1,10,0,29.0,80.0,112.4,973.8
8,1,11,0,29.2,76.0,108.1,973.9
8,1,12,0,29.3,81.0,122.6,974.0
8,1,13,0,29.8,81.0,114.1,974.1
8,1,14,0,28.7,84.0,117.7,974.2
8,1,15,0,28.3,89.0,113.6,974.3
8,1,16,0,27.7,94.0,110.1,974.4
8,1,17,0,23.3,99.0,117.0,974.5
8,1,18,0,24.5,98.0,117.8,974.6
8,1,19,0,24.9,97.0,109.3,974.7
8,1,20,0,24.1,98.0,110.0,974.8
8,1,22,0,25.3,98.0,106.9,975.0
8,1,23,0,26.3,96.0,102.2,975.1
8,2,0,0,25.8,97.0,104.0,975.2
8,2,1,0,25.9,97.0,101.6,975.3
8,2,2,0,26.0,96.0,101.9,975.4
8,2,3,0,25.9,96.0,111.6,975.5
8,2,4,0,25.7,97.0,98.2,975.6
8,2,5,0,25.9,96.0,98.2,975.7
8,2,6,0,25.9,96.0,103.6,975.8
8,2,7,0,26.4,96.0,99.5,975.8
8,2,8,0,26.8,95.0,106.8,975.9
8,2,9,0,27.1,95.0,106.6,976.0
8,2,10,0,28.1,88.0,106.6,976.1
8,2,11,0,26.0,97.0,105.5,976.2
8,2,12,0,28.3,93.0,107.9,976.3
8,2,13,0,29.2,82.0,106.8,976.4
8,2,14,0,30.1,80.0,115.0,976.5
8,2,15,0,29.9,76.0,110.0,976.6
8,2,16,0,29.4,82.0,113.1,976.7
8,2,17,0,28.6,85.0,108.8,976.8
8,2,18,0,28.3,89.0,119.9,976.9
8,2,19,0,27.7,91.0,116.3,977.0
8,2,20,0,27.2,94.0,108.8,977.1
8,2,21,0,27.2,90.0,110.2,977.2
8,2,23,0,26.7,94.0,103.5,977.4
8,3,0,1,26.5,94.0,113.5,977.5
8,3,1,1,26.3,94.0,103.6,977.6
8,3,2,1,26.3,94.0,108.8,977.7
8,3,3,1,25.9,95.0,103.3,977.8
8,3,4,1,25.9,95.0,104.1,977.9
8,3,5,1,26.0,95.0,99.8,977.9
8,3,6,1,26.0,95.0,115.0,978.0
8,3,7,1,26.2,95.0,128.8,978.1
8,3,8,1,26.8,94.0,172.4,978.2
8,3,9,1,27.5,94.0,178.6,978.4
8,3,10,1,28.7,90.0,194.5,978.6
8,3,11,1,29.1,87.0,189.0,978.7
8,3,12,1,30.1,80.0,177.5,978.9
8,3,13,1,29.9,85.0,171.9,979.0
8,3,14,1,29.8,83.0,174.9,979.2
8,3,15,1,29.6,82.0,183.5,979.4
8,3,16,1,29.0,85.0,169.4,979.5
8,3,17,1,28.9,88.0,167.1,979.7
8,3,18,1,29.0,86.0,142.2,979.8
8,3,19,1,28.2,91.0,112.7,979.9
8,3,20,1,27.7,95.0,111.1,980.0
8,3,21,1,27.0,96.0,107.2,980.1
8,3,22,1,27.3,95.0,99.1,980.2
8,5,1,1,27.2,90.0,90.8,983.3
8,5,2,1,27.3,90.0,90.6,983.4
8,5,3,1,27.2,90.0,88.5,983.5
8,5,4,1,27.2,92.0,89.0,983.6
8,5,5,1,27.1,93.0,88.2,983.6
8,5,6,1,27.2,92.0,97.8,983.7
8,5,7,1,27.5,91.0,116.6,983.8
8,5,8,1,28.1,90.0,166.8,983.9
