month,date,time,day,temp,humid,active_power,active_energy
7,11,2,0,22.4,97.0,36.0,384.5
7,11,3,0,22.4,97.0,35.0,384.6
7,11,4,0,22.0,99.0,35.0,384.6
7,11,5,0,22.2,99.0,34.0,384.6
7,11,6,0,22.5,98.0,36.0,384.7
7,11,7,0,22.6,98.0,38.0,384.7
7,11,8,0,23.0,98.0,64.0,384.7
7,11,9,0,23.6,96.0,64.0,384.8
7,11,10,0,25.0,91.0,63.0,384.8
7,11,11,0,26.7,79.0,82.0,384.9
7,11,12,0,26.9,74.0,64.0,385.0
7,11,13,0,28.0,75.0,81.0,385.0
7,11,14,0,27.4,78.0,82.0,385.1
7,11,15,0,27.7,77.0,77.0,385.1
7,11,16,0,27.7,75.0,75.0,385.2
7,11,17,0,27.8,81.0,80.0,385.3
7,11,18,0,27.2,81.0,72.0,385.3
7,11,19,0,26.7,82.0,80.0,385.4
7,11,20,0,25.4,89.0,64.0,385.5
7,11,21,0,25.1,94.0,47.0,385.5
7,11,22,0,24.7,94.0,43.0,385.6
7,11,23,0,24.8,93.0,48.0,385.6
7,12,0,0,24.1,88.0,33.0,385.6
7,12,1,0,23.7,86.0,31.0,385.7
7,12,3,0,23.3,85.0,31.0,385.7
7,12,4,0,23.2,91.0,30.0,385.8
7,12,5,0,23.3,87.0,31.0,385.8
7,12,6,0,23.1,89.0,28.0,385.8
7,12,7,0,23.0,91.0,42.0,385.8
7,12,8,0,23.4,90.0,60.0,385.9
7,12,9,0,23.6,89.0,61.0,385.9
7,12,10,0,23.2,94.0,65.0,386.0
7,12,11,0,22.3,95.0,64.0,386.0
7,12,12,0,21.9,98.0,77.0,386.1
7,12,13,0,22.6,98.0,66.0,386.2
7,12,14,0,21.6,98.0,64.0,386.2
7,12,15,0,21.4,99.0,74.0,386.3
7,12,16,0,20.9,99.0,85.0,386.3
7,12,17,0,20.8,99.0,74.0,386.4
7,12,18,0,20.9,99.0,77.0,386.5
7,12,19,0,20.2,99.0,75.0,386.6
7,12,20,0,20.4,98.0,82.0,386.6
7,12,21,0,20.3,98.0,58.0,386.7
7,12,22,0,21.0,96.0,48.0,386.7
7,12,23,0,21.0,96.0,45.0,386.8
7,13,0,1,20.3,98.0,34.0,386.8
7,13,1,1,20.5,99.0,33.0,386.8
7,13,2,1,20.2,99.0,32.0,386.9
7,13,4,1,20.1,99.0,33.0,386.9
7,13,5,1,20.3,99.0,32.0,387.0
7,13,6,1,20.3,99.0,34.0,387.0
7,13,7,1,20.5,99.0,61.0,387.0
7,13,8,1,20.8,99.0,93.0,387.0
7,13,9,1,20.8,99.0,112.0,387.1
7,13,10,1,20.9,99.0,102.0,387.2
7,13,11,1,20.9,99.0,94.0,387.3
7,13,12,1,21.4,99.0,93.0,387.4
7,13,13,1,23.4,99.0,109.0,387.5
7,13,14,1,25.5,98.0,101.0,387.5
7,13,15,1,25.3,94.0,100.0,387.6
7,13,16,1,24.1,92.0,101.0,387.7
7,13,17,1,23.9,94.0,104.0,387.8
7,13,18,1,23.1,96.0,87.0,387.9
7,13,19,1,22.2,97.0,81.0,388.0
7,13,20,1,21.3,98.0,81.0,388.0
7,13,21,1,20.7,99.0,55.0,388.1
7,13,22,1,20.3,99.0,56.0,388.1
7,13,23,1,20.3,99.0,45.0,388.2
7,14,0,1,20.1,99.0,38.0,388.2
7,14,1,1,19.7,99.0,35.0,388.3
7,14,2,1,20.0,99.0,35.0,388.3
7,14,3,1,19.5,99.0,34.0,388.3
7,15,6,1,18.9,99.0,32.0,389.8
7,15,7,1,19.1,99.0,68.0,389.8
7,15,8,1,19.5,99.0,83.0,389.9
7,15,9,1,19.7,99.0,97.0,390.0
7,15,10,1,20.0,99.0,97.0,390.0
7,15,11,1,21.0,98.0,100.0,390.1
7,15,12,1,20.5,99.0,99.0,390.2
7,15,13,1,21.4,98.0,109.0,390.3
7,15,14,1,21.5,98.0,115.0,390.4
7,15,15,1,21.4,96.0,117.0,390.5
7,15,16,1,21.2,96.0,115.0,390.6
7,15,17,1,20.6,98.0,105.0,390.6
7,15,18,1,19.7,99.0,97.0,390.7
7,15,19,1,19.7,99.0,81.0,390.8
7,15,20,1,19.3,99.0,83.0,390.9
7,15,21,1,19.4,99.0,64.0,390.9
7,15,22,1,19.5,99.0,48.0,391.0
7,15,23,1,19.5,99.0,45.0,391.0
7,16,0,1,19.4,99.0,43.0,391.1
7,16,1,1,19.3,99.0,37.0,391.1
7,16,2,1,19.2,99.0,36.0,391.1
7,16,3,1,19.1,99.0,33.0,391.2
7,16,4,1,19.5,99.0,32.0,391.2
7,16,5,1,19.4,99.0,32.0,391.2
7,16,7,1,20.0,99.0,61.0,391.3
7,16,8,1,20.6,98.0,97.0,391.3
7,16,9,1,21.9,94.0,95.0,391.4
7,16,10,1,22.7,92.0,96.0,391.5
7,16,11,1,23.4,82.0,90.0,391.5
7,16,12,1,24.3,80.0,91.0,391.6
7,16,13,1,24.8,82.0,98.0,391.7
7,16,14,1,25.7,76.0,100.0,391.8
7,16,15,1,26.2,72.0,93.0,391.9
7,16,16,1,27.8,65.0,103.0,392.0
7,16,17,1,27.5,64.0,99.0,392.0
7,16,18,1,25.2,82.0,92.0,392.1
7,16,19,1,25.6,79.0,93.0,392.2
7,16,20,1,23.9,88.0,72.0,392.3
7,16,21,1,23.2,94.0,49.0,392.3
7,16,22,1,22.7,95.0,45.0,392.4
7,16,23,1,22.1,96.0,43.0,392.4
7,17,0,1,22.0,96.0,36.0,392.5
7,17,1,1,21.9,96.0,32.0,392.5
7,17,2,1,21.8,96.0,32.0,392.5
7,17,3,1,21.5,97.0,32.0,392.5
7,17,4,1,21.2,97.0,31.0,392.6
7,17,5,1,20.8,99.0,31.0,392.6
7,17,6,1,20.9,99.0,48.0,392.6
7,17,8,1,21.9,97.0,80.0,392.7
7,17,9,1,22.6,95.0,91.0,392.8
