date-time,temp,humid
2020-07-05-4,19.8,99.0
2020-07-05-5,19.8,99.0
2020-07-05-6,19.7,99.0
2020-07-05-7,20.2,98.0
2020-07-05-8,21.0,96.0
2020-07-05-9,21.5,95.0
2020-07-05-10,22.2,90.0
2020-07-05-11,23.8,78.0
2020-07-05-12,23.6,83.0
2020-07-05-13,25.6,73.0
2020-07-05-14,24.7,76.0
2020-07-05-15,25.5,69.0
2020-07-05-16,25.7,76.0
2020-07-05-17,25.3,76.0
2020-07-05-18,25.2,78.0
2020-07-05-19,24.0,84.0
2020-07-05-20,23.5,85.0
2020-07-05-21,22.7,90.0
2020-07-05-22,22.4,91.0
2020-07-05-23,22.0,91.0
2020-07-06-0,22.1,94.0
2020-07-06-1,21.8,95.0
2020-07-06-2,21.6,95.0
2020-07-06-3,21.0,96.0
2020-07-06-4,21.2,95.0
2020-07-06-5,20.9,96.0
2020-07-06-6,20.6,96.0
2020-07-06-7,20.9,95.0
2020-07-06-8,21.4,95.0
2020-07-06-9,23.0,91.0
2020-07-06-10,23.3,90.0
2020-07-06-11,22.9,95.0
2020-07-06-12,23.2,97.0
2020-07-06-13,22.9,97.0
2020-07-06-14,23.9,95.0
2020-07-06-15,24.0,95.0
2020-07-06-16,24.5,95.0
2020-07-06-17,25.0,94.0
2020-07-06-18,24.6,94.0
2020-07-06-19,24.4,94.0
2020-07-06-20,23.8,96.0
2020-07-06-21,23.7,97.0
2020-07-06-22,23.6,96.0
2020-07-06-23,23.7,97.0
2020-07-07-0,23.4,97.0
2020-07-07-1,23.4,98.0
2020-07-07-2,22.8,99.0
2020-07-07-3,22.6,99.0
2020-07-07-4,22.4,99.0
2020-07-07-5,22.4,99.0
2020-07-07-6,22.5,99.0
2020-07-07-7,22.8,98.0
2020-07-07-8,23.6,95.0
2020-07-07-9,24.6,89.0
2020-07-07-10,26.3,75.0
2020-07-07-11,27.3,72.0
2020-07-07-12,28.5,62.0
2020-07-07-13,29.4,68.0
2020-07-07-14,30.0,65.0
2020-07-07-15,29.6,62.0
2020-07-07-16,29.6,65.0
2020-07-07-17,28.4,75.0
2020-07-07-18,27.8,77.0
2020-07-07-19,26.5,81.0
2020-07-07-20,25.2,87.0
2020-07-07-21,24.2,88.0
2020-07-07-22,24.0,85.0
2020-07-07-23,23.1,86.0
2020-07-08-0,22.8,87.0
2020-07-08-1,22.2,94.0
2020-07-08-2,21.9,95.0
2020-07-08-3,21.8,95.0
2020-07-08-4,21.1,96.0
2020-07-08-5,20.9,96.0
2020-07-08-6,20.3,97.0
2020-07-08-7,21.1,96.0
2020-07-08-8,22.8,87.0
2020-07-08-9,24.3,78.0
2020-07-08-10,25.6,72.0
2020-07-08-11,26.8,64.0
2020-07-08-12,27.4,62.0
2020-07-08-13,29.1,58.0
2020-07-08-14,29.3,51.0
2020-07-08-15,29.7,58.0
2020-07-08-16,28.7,60.0
2020-07-08-17,27.8,71.0
2020-07-08-18,27.0,75.0
2020-07-08-19,26.2,78.0
2020-07-08-20,25.0,84.0
2020-07-08-21,24.5,89.0
2020-07-08-22,24.1,92.0
2020-07-08-23,23.6,94.0
2020-07-09-0,23.3,95.0
2020-07-09-1,23.3,95.0
2020-07-09-2,22.8,96.0
2020-07-09-3,22.3,97.0
2020-07-09-4,22.2,98.0
2020-07-09-5,21.8,95.0
2020-07-09-6,21.6,95.0
2020-07-09-7,22.1,97.0
2020-07-09-8,23.2,93.0
2020-07-09-9,24.8,79.0
2020-07-09-10,26.8,69.0
2020-07-09-11,26.9,69.0
2020-07-09-12,27.8,66.0
2020-07-09-13,28.1,65.0
2020-07-09-14,28.2,64.0
2020-07-09-15,28.2,62.0
2020-07-09-16,28.2,65.0
2020-07-09-17,27.1,71.0
2020-07-09-18,26.3,78.0
2020-07-09-19,25.7,82.0
2020-07-09-20,24.9,88.0
2020-07-09-21,24.7,89.0
2020-07-09-22,24.6,90.0
2020-07-09-23,24.5,91.0
2020-07-10-0,24.6,90.0
2020-07-10-1,24.3,93.0
2020-07-10-2,23.3,97.0
2020-07-10-3,22.8,99.0
2020-07-10-4,22.5,99.0
2020-07-10-5,22.1,99.0
2020-07-10-6,22.3,99.0
2020-07-10-7,22.4,99.0
2020-07-10-8,22.2,98.0
2020-07-10-9,23.5,97.0
2020-07-10-10,26.2,88.0
2020-07-10-11,26.9,83.0
2020-07-10-12,26.8,76.0
2020-07-10-13,27.0,72.0
2020-07-10-14,27.8,71.0
2020-07-10-15,27.6,83.0
2020-07-10-16,27.5,86.0
2020-07-10-17,26.7,87.0
2020-07-10-18,26.9,85.0
2020-07-10-19,26.6,85.0
2020-07-10-20,25.7,89.0
2020-07-10-21,24.6,95.0
2020-07-10-22,23.9,96.0
2020-07-10-23,23.5,96.0
2020-07-11-0,23.4,96.0
2020-07-11-1,22.7,97.0
2020-07-11-2,22.4,97.0
2020-07-11-3,22.4,97.0
2020-07-11-4,22.0,99.0
2020-07-11-5,22.2,99.0
2020-07-11-6,22.5,98.0
2020-07-11-7,22.6,98.0
2020-07-11-8,23.0,98.0
2020-07-11-9,23.6,96.0
2020-07-11-10,25.0,91.0
2020-07-11-11,26.7,79.0
2020-07-11-12,26.9,74.0
2020-07-11-13,28.0,75.0
2020-07-11-14,27.4,78.0
2020-07-11-15,27.7,77.0
2020-07-11-16,27.7,75.0
2020-07-11-17,27.8,81.0
2020-07-11-18,27.2,81.0
2020-07-11-19,26.7,82.0
2020-07-11-20,25.4,89.0
2020-07-11-21,25.1,94.0
2020-07-11-22,24.7,94.0
2020-07-11-23,24.8,93.0
2020-07-12-0,24.1,88.0
2020-07-12-1,23.7,86.0
2020-07-12-2,23.3,87.0
2020-07-12-3,23.3,85.0
2020-07-12-4,23.2,91.0
2020-07-12-5,23.3,87.0
2020-07-12-6,23.1,89.0
2020-07-12-7,23.0,91.0
2020-07-12-8,23.4,90.0
2020-07-12-9,23.6,89.0
2020-07-12-10,23.2,94.0
2020-07-12-11,22.3,95.0
2020-07-12-12,21.9,98.0
2020-07-12-13,22.6,98.0
2020-07-12-14,21.6,98.0
2020-07-12-15,21.4,99.0
2020-07-12-16,20.9,99.0
2020-07-12-17,20.8,99.0
2020-07-12-18,20.9,99.0
2020-07-12-19,20.2,99.0
2020-07-12-20,20.4,98.0
2020-07-12-21,20.3,98.0
2020-07-12-22,21.0,96.0
2020-07-12-23,21.0,96.0
2020-07-13-0,20.3,98.0
2020-07-13-1,20.5,99.0
2020-07-13-2,20.2,99.0
2020-07-13-3,20.2,99.0
2020-07-13-4,20.1,99.0
2020-07-13-5,20.3,99.0
2020-07-13-6,20.3,99.0
2020-07-13-7,20.5,99.0
2020-07-13-8,20.8,99.0
2020-07-13-9,20.8,99.0
2020-07-13-10,20.9,99.0
2020-07-13-11,20.9,99.0
2020-07-13-12,21.4,99.0
2020-07-13-13,23.4,99.0
2020-07-13-14,25.5,98.0
2020-07-13-15,25.3,94.0
2020-07-13-16,24.1,92.0
2020-07-13-17,23.9,94.0
2020-07-13-18,23.1,96.0
2020-07-13-19,22.2,97.0
2020-07-13-20,21.3,98.0
2020-07-13-21,20.7,99.0
2020-07-13-22,20.3,99.0
2020-07-13-23,20.3,99.0
2020-07-14-0,20.1,99.0
2020-07-14-1,19.7,99.0
2020-07-14-2,20.0,99.0
2020-07-14-3,19.5,99.0
2020-07-14-4,19.5,99.0
2020-07-14-5,19.4,99.0
2020-07-14-6,19.1,99.0
2020-07-14-7,18.9,99.0
2020-07-14-8,19.2,99.0
2020-07-14-9,19.5,99.0
2020-07-14-10,19.5,99.0
2020-07-14-11,19.8,99.0
2020-07-14-12,20.0,98.0
2020-07-14-13,20.1,97.0
2020-07-14-14,19.9,98.0
2020-07-14-15,19.7,99.0
2020-07-14-16,19.9,98.0
2020-07-14-17,19.7,99.0
2020-07-14-18,19.9,98.0
2020-07-14-19,19.9,98.0
2020-07-14-20,19.5,99.0
2020-07-14-21,19.2,99.0
2020-07-14-22,19.5,99.0
2020-07-14-23,19.5,99.0
2020-07-15-0,19.2,99.0
2020-07-15-1,19.1,99.0
2020-07-15-2,19.1,99.0
2020-07-15-3,19.1,99.0
2020-07-15-4,18.9,99.0
2020-07-15-5,18.9,99.0
2020-07-15-6,18.9,99.0
2020-07-15-7,19.1,99.0
2020-07-15-8,19.5,99.0
2020-07-15-9,19.7,99.0
2020-07-15-10,20.0,99.0
2020-07-15-11,21.0,98.0
2020-07-15-12,20.5,99.0
2020-07-15-13,21.4,98.0
2020-07-15-14,21.5,98.0
2020-07-15-15,21.4,96.0
2020-07-15-16,21.2,96.0
2020-07-15-17,20.6,98.0
2020-07-15-18,19.7,99.0
2020-07-15-19,19.7,99.0
2020-07-15-20,19.3,99.0
2020-07-15-21,19.4,99.0
2020-07-15-22,19.5,99.0
2020-07-15-23,19.5,99.0
2020-07-16-0,19.4,99.0
2020-07-16-1,19.3,99.0
2020-07-16-2,19.2,99.0
2020-07-16-3,19.1,99.0
2020-07-16-4,19.5,99.0
2020-07-16-5,19.4,99.0
2020-07-16-6,19.5,99.0
2020-07-16-7,20.0,99.0
2020-07-16-8,20.6,98.0
2020-07-16-9,21.9,94.0
2020-07-16-10,22.7,92.0
2020-07-16-11,23.4,82.0
2020-07-16-12,24.3,80.0
2020-07-16-13,24.8,82.0
2020-07-16-14,25.7,76.0
2020-07-16-15,26.2,72.0
2020-07-16-16,27.8,65.0
2020-07-16-17,27.5,64.0
2020-07-16-18,25.2,82.0
2020-07-16-19,25.6,79.0
2020-07-16-20,23.9,88.0
2020-07-16-21,23.2,94.0
2020-07-16-22,22.7,95.0
2020-07-16-23,22.1,96.0
2020-07-17-0,22.0,96.0
2020-07-17-1,21.9,96.0
2020-07-17-2,21.8,96.0
2020-07-17-3,21.5,97.0
2020-07-17-4,21.2,97.0
2020-07-17-5,20.8,99.0
2020-07-17-6,20.9,99.0
2020-07-17-7,21.1,98.0
2020-07-17-8,21.9,97.0
2020-07-17-9,22.6,95.0
2020-07-17-10,23.7,91.0
2020-07-17-11,25.4,82.0
2020-07-17-12,26.1,74.0
2020-07-17-13,28.1,67.0
2020-07-17-14,28.5,60.0
2020-07-17-15,29.9,54.0
2020-07-17-16,28.0,69.0
2020-07-17-17,27.1,75.0
2020-07-17-18,26.8,74.0
2020-07-17-19,25.6,77.0
2020-07-17-20,24.9,79.0
2020-07-17-21,24.3,85.0
2020-07-17-22,23.6,91.0
2020-07-17-23,23.3,94.0
2020-07-18-0,23.1,94.0
2020-07-18-1,22.6,94.0
2020-07-18-2,22.3,92.0
2020-07-18-3,22.0,94.0
2020-07-18-4,21.8,94.0
2020-07-18-5,21.6,95.0
2020-07-18-6,21.6,94.0
2020-07-18-7,21.7,90.0
2020-07-18-8,22.5,89.0
2020-07-18-9,22.5,89.0
2020-07-18-10,23.3,82.0
2020-07-18-11,23.8,77.0
2020-07-18-12,25.1,71.0
2020-07-18-13,25.1,67.0
2020-07-18-14,25.5,65.0
2020-07-18-15,25.6,63.0
2020-07-18-16,25.5,63.0
2020-07-18-17,26.6,59.0
2020-07-18-18,24.8,69.0
2020-07-18-19,23.7,78.0
2020-07-18-20,23.8,77.0
2020-07-18-21,23.7,79.0
2020-07-18-22,24.0,78.0
2020-07-18-23,23.6,82.0
2020-07-19-0,23.9,79.0
2020-07-19-1,23.4,83.0
2020-07-19-2,23.4,83.0
2020-07-19-3,23.8,84.0
2020-07-19-4,23.6,85.0
2020-07-19-5,23.6,88.0
2020-07-19-6,23.6,93.0
2020-07-19-7,23.8,94.0
2020-07-19-8,24.1,93.0
2020-07-19-9,25.1,92.0
2020-07-19-10,26.6,84.0
2020-07-19-11,26.4,87.0
2020-07-19-12,26.3,90.0
2020-07-19-13,27.5,83.0
2020-07-19-14,28.1,84.0
2020-07-19-15,28.3,83.0
2020-07-19-16,27.6,87.0
2020-07-19-17,28.3,82.0
2020-07-19-18,28.2,82.0
2020-07-19-19,27.8,86.0
2020-07-19-20,27.4,89.0
2020-07-19-21,27.0,92.0
2020-07-19-22,26.8,94.0
2020-07-19-23,26.8,94.0
2020-07-20-0,27.1,93.0
2020-07-20-1,27.0,93.0
2020-07-20-2,27.1,91.0
2020-07-20-3,26.8,93.0
2020-07-20-4,26.5,95.0
2020-07-20-5,25.4,98.0
2020-07-20-6,25.3,98.0
2020-07-20-7,25.4,97.0
2020-07-20-8,24.1,99.0
2020-07-20-9,24.1,99.0
2020-07-20-10,25.4,98.0
2020-07-20-11,25.7,94.0
2020-07-20-12,26.0,89.0
2020-07-20-13,26.1,90.0
2020-07-20-14,26.2,89.0
2020-07-20-15,25.9,89.0
2020-07-20-16,26.2,84.0
2020-07-20-17,25.1,91.0
2020-07-20-18,24.8,91.0
2020-07-20-19,24.4,94.0
2020-07-20-20,24.1,94.0
2020-07-20-21,23.9,95.0
2020-07-20-22,23.7,96.0
2020-07-20-23,22.2,99.0
2020-07-21-0,21.9,99.0
2020-07-21-1,21.9,99.0
2020-07-21-2,21.9,99.0
2020-07-21-3,21.8,99.0
2020-07-21-4,21.8,99.0
2020-07-21-5,21.7,99.0
2020-07-21-6,21.9,99.0
2020-07-21-7,22.1,98.0
2020-07-21-8,23.1,97.0
2020-07-21-9,23.7,95.0
2020-07-21-10,24.5,83.0
2020-07-21-11,27.2,76.0
2020-07-21-12,27.9,66.0
2020-07-21-13,28.2,66.0
2020-07-21-14,28.5,73.0
2020-07-21-15,28.3,67.0
2020-07-21-16,28.9,71.0
2020-07-21-17,27.8,76.0
2020-07-21-18,27.2,78.0
2020-07-21-19,26.8,82.0
2020-07-21-20,26.0,91.0
2020-07-21-21,24.1,99.0
2020-07-21-22,23.6,99.0
2020-07-21-23,23.5,99.0
2020-07-22-0,22.8,99.0
2020-07-22-1,23.0,99.0
2020-07-22-2,23.1,99.0
2020-07-22-3,22.7,99.0
2020-07-22-4,22.8,99.0
2020-07-22-5,22.6,99.0
2020-07-22-6,22.8,99.0
2020-07-22-7,23.1,99.0
2020-07-22-8,23.8,99.0
2020-07-22-9,24.0,99.0
2020-07-22-10,23.8,99.0
2020-07-22-11,23.5,99.0
2020-07-22-12,23.2,99.0
2020-07-22-13,23.5,99.0
2020-07-22-14,23.6,99.0
2020-07-22-15,23.5,99.0
2020-07-22-16,23.2,99.0
2020-07-22-17,22.9,99.0
2020-07-22-18,22.8,99.0
2020-07-22-19,22.9,99.0
2020-07-22-20,22.3,99.0
2020-07-22-21,22.3,99.0
2020-07-22-22,22.3,99.0
2020-07-22-23,22.4,99.0
2020-07-23-0,22.3,99.0
2020-07-23-1,22.2,99.0
2020-07-23-2,22.0,99.0
2020-07-23-3,21.9,99.0
2020-07-23-4,21.7,99.0
2020-07-23-5,21.7,99.0
2020-07-23-6,21.7,99.0
2020-07-23-7,21.6,99.0
2020-07-23-8,21.5,99.0
2020-07-23-9,21.8,99.0
2020-07-23-10,21.7,99.0
2020-07-23-11,22.1,99.0
2020-07-23-12,22.8,99.0
2020-07-23-13,24.0,97.0
2020-07-23-14,23.0,99.0
2020-07-23-15,24.5,97.0
2020-07-23-16,24.9,95.0
2020-07-23-17,23.9,98.0
2020-07-23-18,24.1,98.0
2020-07-23-19,23.9,99.0
2020-07-23-20,23.3,99.0
2020-07-23-21,23.0,99.0
2020-07-23-22,23.4,97.0
2020-07-23-23,22.5,97.0
2020-07-24-0,22.4,97.0
2020-07-24-1,21.8,98.0
2020-07-24-2,21.2,99.0
2020-07-24-3,20.4,99.0
2020-07-24-4,20.0,99.0
2020-07-24-5,20.0,99.0
2020-07-24-6,19.9,99.0
2020-07-24-7,19.8,99.0
2020-07-24-8,20.0,99.0
2020-07-24-9,20.1,99.0
2020-07-24-10,20.2,99.0
2020-07-24-11,20.9,99.0
2020-07-24-12,21.2,98.0
2020-07-24-13,21.2,99.0
2020-07-24-14,21.4,99.0
2020-07-24-15,21.7,99.0
2020-07-24-16,21.4,99.0
2020-07-24-17,21.0,99.0
2020-07-24-18,21.9,99.0
2020-07-24-19,21.6,99.0
2020-07-24-20,21.4,99.0
2020-07-24-21,21.2,99.0
2020-07-24-22,21.1,99.0
2020-07-24-23,20.9,99.0
2020-07-25-0,20.9,99.0
2020-07-25-1,20.7,99.0
2020-07-25-2,20.6,99.0
2020-07-25-3,20.5,99.0
2020-07-25-4,20.3,99.0
2020-07-25-5,20.3,99.0
2020-07-25-6,20.4,99.0
2020-07-25-7,20.4,99.0
2020-07-25-8,20.5,99.0
2020-07-25-9,21.2,99.0
2020-07-25-10,22.0,99.0
2020-07-25-11,23.4,98.0
2020-07-25-12,23.6,96.0
2020-07-25-13,23.1,97.0
2020-07-25-14,24.0,95.0
2020-07-25-15,23.2,96.0
2020-07-25-16,23.0,96.0
2020-07-25-17,23.8,95.0
2020-07-25-18,24.1,94.0
2020-07-25-19,23.1,96.0
2020-07-25-20,23.0,96.0
2020-07-25-21,21.9,99.0
2020-07-25-22,21.6,98.0
2020-07-25-23,21.5,97.0
2020-07-26-0,21.1,97.0
2020-07-26-1,20.9,98.0
2020-07-26-2,20.6,98.0
2020-07-26-3,20.3,98.0
2020-07-26-4,20.1,99.0
2020-07-26-5,19.8,99.0
2020-07-26-6,20.0,99.0
2020-07-26-7,20.3,99.0
2020-07-26-8,21.3,97.0
2020-07-26-9,22.4,94.0
2020-07-26-10,23.6,81.0
2020-07-26-11,26.1,79.0
2020-07-26-12,25.6,77.0
2020-07-26-13,27.5,68.0
2020-07-26-14,28.2,69.0
2020-07-26-15,26.7,75.0
2020-07-26-16,25.4,82.0
2020-07-26-17,26.4,75.0
2020-07-26-18,25.5,83.0
2020-07-26-19,25.1,86.0
2020-07-26-20,24.2,84.0
2020-07-26-21,23.6,88.0
2020-07-26-22,23.1,91.0
2020-07-26-23,22.7,94.0
2020-07-27-0,22.3,96.0
2020-07-27-1,21.6,96.0
2020-07-27-2,22.1,95.0
2020-07-27-3,21.9,95.0
2020-07-27-4,21.6,97.0
2020-07-27-5,21.1,98.0
2020-07-27-6,21.6,96.0
2020-07-27-7,21.5,97.0
2020-07-27-8,22.5,95.0
2020-07-27-9,23.3,91.0
2020-07-27-10,24.0,90.0
2020-07-27-11,25.2,88.0
2020-07-27-12,26.0,83.0
2020-07-27-13,26.8,78.0
2020-07-27-14,26.1,82.0
2020-07-27-15,25.3,91.0
2020-07-27-16,23.3,96.0
2020-07-27-17,23.3,98.0
2020-07-27-18,22.7,99.0
2020-07-27-19,22.4,99.0
2020-07-27-20,22.6,99.0
2020-07-27-21,22.4,99.0
2020-07-27-22,22.4,99.0
2020-07-27-23,22.5,99.0
2020-07-28-0,22.6,99.0
2020-07-28-1,22.6,99.0
2020-07-28-2,22.6,99.0
2020-07-28-3,22.9,99.0
2020-07-28-4,22.8,99.0
2020-07-28-5,23.0,99.0
2020-07-28-6,22.9,99.0
2020-07-28-7,23.2,99.0
2020-07-28-8,23.6,99.0
2020-07-28-9,25.1,99.0
2020-07-28-10,26.2,97.0
2020-07-28-11,27.0,95.0
2020-07-28-12,27.8,93.0
2020-07-28-13,28.8,92.0
2020-07-28-14,26.5,97.0
2020-07-28-15,25.6,99.0
2020-07-28-16,26.1,99.0
2020-07-28-17,26.7,98.0
2020-07-28-18,27.0,98.0
2020-07-28-19,26.4,99.0
2020-07-28-20,24.4,99.0
2020-07-28-21,24.6,99.0
2020-07-28-22,24.3,99.0
2020-07-28-23,24.3,99.0
2020-07-29-0,24.3,99.0
2020-07-29-1,24.4,99.0
2020-07-29-2,24.4,99.0
2020-07-29-3,24.6,99.0
2020-07-29-4,24.8,99.0
2020-07-29-5,24.8,99.0
2020-07-29-6,25.0,99.0
2020-07-29-7,25.1,99.0
2020-07-29-8,24.9,99.0
2020-07-29-9,24.0,99.0
2020-07-29-10,23.2,99.0
2020-07-29-11,23.5,99.0
2020-07-29-12,23.9,99.0
2020-07-29-13,24.6,99.0
2020-07-29-14,24.2,99.0
2020-07-29-15,25.0,99.0
2020-07-29-16,25.1,99.0
2020-07-29-17,25.8,99.0
2020-07-29-18,25.8,99.0
2020-07-29-19,25.7,99.0
2020-07-29-20,25.8,99.0
2020-07-29-21,25.4,99.0
2020-07-29-22,25.5,99.0
2020-07-29-23,25.2,99.0
2020-07-30-0,25.1,99.0
2020-07-30-1,25.0,99.0
2020-07-30-2,25.0,99.0
2020-07-30-3,25.1,99.0
2020-07-30-4,25.0,99.0
2020-07-30-5,25.0,99.0
2020-07-30-6,25.1,99.0
2020-07-30-7,25.1,99.0
2020-07-30-8,25.4,99.0
2020-07-30-9,25.9,99.0
2020-07-30-10,26.2,99.0
2020-07-30-11,28.6,97.0
2020-07-30-12,29.0,92.0
2020-07-30-13,28.2,95.0
2020-07-30-14,27.9,95.0
2020-07-30-15,29.3,93.0
2020-07-30-16,29.7,92.0
2020-07-30-17,28.4,89.0
2020-07-30-18,27.6,95.0
2020-07-30-19,27.0,95.0
2020-07-30-20,26.6,99.0
2020-07-30-21,26.3,98.0
2020-07-30-22,26.1,99.0
2020-07-30-23,26.0,99.0
2020-07-31-0,25.9,98.0
2020-07-31-1,25.7,99.0
2020-07-31-2,25.4,99.0
2020-07-31-3,25.3,99.0
2020-07-31-4,25.2,99.0
2020-07-31-5,24.9,99.0
2020-07-31-6,25.1,99.0
2020-07-31-7,25.7,99.0
2020-07-31-8,26.3,97.0
2020-07-31-9,27.2,96.0
2020-07-31-10,27.7,91.0
2020-07-31-11,28.8,83.0
2020-07-31-12,29.8,82.0
2020-07-31-13,30.5,81.0
2020-07-31-14,30.5,82.0
2020-07-31-15,29.7,84.0
2020-07-31-16,29.5,86.0
2020-07-31-17,29.4,84.0
2020-07-31-18,29.2,84.0
2020-07-31-19,28.3,88.0
2020-07-31-20,27.6,89.0
2020-07-31-21,27.0,91.0
2020-07-31-22,26.5,95.0
2020-07-31-23,26.0,96.0
2020-08-01-0,25.6,97.0
2020-08-01-1,25.4,97.0
2020-08-01-2,25.3,97.0
2020-08-01-3,25.0,97.0
2020-08-01-4,24.9,98.0
2020-08-01-5,24.9,98.0
2020-08-01-6,24.7,98.0
2020-08-01-7,25.2,98.0
2020-08-01-8,26.1,95.0
2020-08-01-9,27.5,91.0
2020-08-01-10,29.0,80.0
2020-08-01-11,29.2,76.0
2020-08-01-12,29.3,81.0
2020-08-01-13,29.8,81.0
2020-08-01-14,28.7,84.0
2020-08-01-15,28.3,89.0
2020-08-01-16,27.7,94.0
2020-08-01-17,23.3,99.0
2020-08-01-18,24.5,98.0
2020-08-01-19,24.9,97.0
2020-08-01-20,24.1,98.0
2020-08-01-21,25.0,97.0
2020-08-01-22,25.3,98.0
2020-08-01-23,26.3,96.0
2020-08-02-0,25.8,97.0
2020-08-02-1,25.9,97.0
2020-08-02-2,26.0,96.0
2020-08-02-3,25.9,96.0
2020-08-02-4,25.7,97.0
2020-08-02-5,25.9,96.0
2020-08-02-6,25.9,96.0
2020-08-02-7,26.4,96.0
2020-08-02-8,26.8,95.0
2020-08-02-9,27.1,95.0
2020-08-02-10,28.1,88.0
2020-08-02-11,26.0,97.0
2020-08-02-12,28.3,93.0
2020-08-02-13,29.2,82.0
2020-08-02-14,30.1,80.0
2020-08-02-15,29.9,76.0
2020-08-02-16,29.4,82.0
2020-08-02-17,28.6,85.0
2020-08-02-18,28.3,89.0
2020-08-02-19,27.7,91.0
2020-08-02-20,27.2,94.0
2020-08-02-21,27.2,90.0
2020-08-02-22,27.0,92.0
2020-08-02-23,26.7,94.0
2020-08-03-0,26.5,94.0
2020-08-03-1,26.3,94.0
2020-08-03-2,26.3,94.0
2020-08-03-3,25.9,95.0
2020-08-03-4,25.9,95.0
2020-08-03-5,26.0,95.0
2020-08-03-6,26.0,95.0
2020-08-03-7,26.2,95.0
2020-08-03-8,26.8,94.0
2020-08-03-9,27.5,94.0
2020-08-03-10,28.7,90.0
2020-08-03-11,29.1,87.0
2020-08-03-12,30.1,80.0
2020-08-03-13,29.9,85.0
2020-08-03-14,29.8,83.0
2020-08-03-15,29.6,82.0
2020-08-03-16,29.0,85.0
2020-08-03-17,28.9,88.0
2020-08-03-18,29.0,86.0
2020-08-03-19,28.2,91.0
2020-08-03-20,27.7,95.0
2020-08-03-21,27.0,96.0
2020-08-03-22,27.3,95.0
2020-08-03-23,27.0,95.0
2020-08-04-0,26.5,95.0
2020-08-04-1,26.4,95.0
2020-08-04-2,26.3,94.0
2020-08-04-3,26.2,94.0
2020-08-04-4,26.0,94.0
2020-08-04-5,25.9,95.0
2020-08-04-6,25.9,95.0
2020-08-04-7,26.5,95.0
2020-08-04-8,27.4,90.0
2020-08-04-9,28.5,88.0
2020-08-04-10,29.3,80.0
2020-08-04-11,29.9,77.0
2020-08-04-12,30.6,75.0
2020-08-04-13,32.0,70.0
2020-08-04-14,31.5,70.0
2020-08-04-15,31.6,67.0
2020-08-04-16,30.7,72.0
2020-08-04-17,30.1,74.0
2020-08-04-18,29.6,77.0
2020-08-04-19,29.0,83.0
2020-08-04-20,28.3,88.0
2020-08-04-21,28.2,89.0
2020-08-04-22,27.9,91.0
2020-08-04-23,27.7,91.0
2020-08-05-0,27.5,90.0
2020-08-05-1,27.2,90.0
2020-08-05-2,27.3,90.0
2020-08-05-3,27.2,90.0
2020-08-05-4,27.2,92.0
2020-08-05-5,27.1,93.0
2020-08-05-6,27.2,92.0
2020-08-05-7,27.5,91.0
2020-08-05-8,28.1,90.0
2020-08-05-9,29.2,86.0
2020-08-05-10,26.5,98.0
2020-08-05-11,26.2,99.0
2020-08-05-12,26.7,99.0
2020-08-05-13,28.6,96.0
2020-08-05-14,29.2,91.0
2020-08-05-15,30.2,86.0
2020-08-05-16,30.9,80.0
2020-08-05-17,29.9,81.0
2020-08-05-18,29.2,84.0
2020-08-05-19,28.7,88.0
2020-08-05-20,28.0,92.0
2020-08-05-21,28.0,91.0
2020-08-05-22,27.9,91.0
2020-08-05-23,27.9,92.0
2020-08-06-0,27.9,91.0
2020-08-06-1,26.7,96.0
2020-08-06-2,27.3,93.0
2020-08-06-3,25.0,99.0
2020-08-06-4,24.8,99.0
2020-08-06-5,25.6,99.0
2020-08-06-6,26.1,99.0
2020-08-06-7,26.4,98.0
2020-08-06-8,25.2,99.0
2020-08-06-9,25.0,99.0
2020-08-06-10,25.4,99.0
2020-08-06-11,25.6,99.0
2020-08-06-12,25.7,99.0
2020-08-06-13,26.1,99.0
2020-08-06-14,26.0,99.0
2020-08-06-15,25.8,99.0
2020-08-06-16,25.9,99.0
2020-08-06-17,26.2,99.0
2020-08-06-18,26.0,99.0
2020-08-06-19,26.0,99.0
2020-08-06-20,25.7,99.0
2020-08-06-21,25.4,99.0
2020-08-06-22,25.2,99.0
2020-08-06-23,25.1,99.0
2020-08-07-0,25.2,99.0
2020-08-07-1,24.9,99.0
2020-08-07-2,25.1,99.0
2020-08-07-3,25.1,99.0
2020-08-07-4,24.8,99.0
2020-08-07-5,24.1,99.0
2020-08-07-6,24.9,99.0
2020-08-07-7,25.3,99.0
2020-08-07-8,25.7,99.0
2020-08-07-9,25.7,99.0
2020-08-07-10,25.7,99.0
2020-08-07-11,25.9,99.0
2020-08-07-12,24.7,99.0
2020-08-07-13,24.8,99.0
2020-08-07-14,24.0,99.0
2020-08-07-15,23.4,99.0
2020-08-07-16,23.6,99.0
2020-08-07-17,23.6,99.0
2020-08-07-18,23.8,99.0
2020-08-07-19,23.8,99.0
2020-08-07-20,24.3,99.0
2020-08-07-21,24.9,99.0
2020-08-07-22,24.8,99.0
2020-08-07-23,24.9,99.0
2020-08-08-0,23.4,99.0
2020-08-08-1,23.5,99.0
2020-08-08-2,23.5,99.0
2020-08-08-3,23.6,99.0
2020-08-08-4,23.2,99.0
2020-08-08-5,25.1,99.0
2020-08-08-6,24.2,99.0
2020-08-08-7,23.7,99.0
2020-08-08-8,24.1,99.0
2020-08-08-9,25.0,99.0
