date-time,day,active_power,active_energy
2021-04-24-15,1,2503.9,905.3
2021-04-24-16,1,2542.5,907.6
2021-04-24-17,1,2474.8,909.9
2021-04-24-18,1,2545.2,912.3
2021-04-24-19,1,2560.9,914.7
2021-04-25-22,0,2636.8,976.2
2021-04-25-23,0,2573.2,978.6
2021-04-26-0,0,2517.9,981.1
2021-04-26-1,0,2497.5,983.5
2021-04-26-2,0,2440.8,985.9
2021-04-26-3,0,2421.7,988.2
2021-04-26-4,0,2375.8,990.5
2021-04-26-5,0,2407.6,992.7
2021-04-26-6,0,2415.9,995.0
2021-04-26-7,0,2554.1,997.3
2021-04-26-8,0,2726.6,999.6
2021-04-26-9,0,2811.8,2.1
2021-04-26-10,0,2825.5,4.7
2021-04-26-11,0,2843.9,7.4
2021-04-26-12,0,2817.0,10.1
2021-04-26-13,0,2829.8,12.7
2021-04-26-14,0,2852.2,15.4
2021-04-26-15,0,2992.4,18.1
2021-04-26-16,0,3018.0,20.9
2021-04-26-17,0,3023.2,23.8
2021-04-26-18,0,3002.1,26.7
2021-04-26-19,0,2898.4,29.5
2021-04-26-20,0,2908.4,32.3
2021-04-26-21,0,2904.9,35.1
2021-04-26-23,0,2624.9,40.2
2021-04-27-0,1,2597.7,42.6
2021-04-27-1,1,2419.0,45.0
2021-04-27-2,1,2415.0,47.3
2021-04-27-3,1,2314.9,49.5
2021-04-27-4,1,2273.0,51.7
2021-04-27-5,1,2343.2,53.8
2021-04-27-6,1,2349.3,56.0
2021-04-27-7,1,2480.4,58.2
2021-04-27-8,1,2724.5,60.5
2021-04-27-9,1,2963.9,62.9
2021-04-27-10,1,2982.4,65.6
2021-04-27-11,1,2915.9,68.4
2021-04-27-12,1,3011.9,71.2
2021-04-27-13,1,3011.6,74.1
2021-04-27-14,1,3011.0,76.9
2021-04-27-15,1,3019.8,79.8
2021-04-27-16,1,3074.8,82.6
2021-04-27-17,1,3168.6,85.6
2021-04-27-18,1,3124.0,88.6
2021-04-27-19,1,2881.8,91.5
2021-04-27-20,1,2922.1,94.3
2021-04-27-21,1,3001.2,97.1
2021-04-27-22,1,2753.9,99.8
2021-04-29-1,1,2471.6,170.8
2021-04-29-2,1,2429.4,173.2
2021-04-29-3,1,2453.3,175.5
2021-04-29-4,1,2421.5,177.7
2021-04-29-5,1,2427.2,180.0
2021-04-29-6,1,2451.8,182.2
2021-04-29-7,1,2578.5,184.5
2021-04-29-8,1,2722.1,186.8
2021-04-29-9,1,2959.6,189.3
2021-04-29-10,1,2956.7,192.0
2021-04-29-11,1,2872.9,194.8
2021-04-29-12,1,2793.9,197.5
2021-04-29-13,1,2932.0,200.2
2021-04-29-14,1,2932.0,202.9
2021-04-29-15,1,3023.3,205.7
2021-04-29-16,1,3043.2,208.6
2021-04-29-17,1,3124.4,211.4
2021-04-29-18,1,3083.9,214.4
2021-04-29-19,1,2899.0,217.3
2021-04-29-20,1,2923.5,220.1
2021-04-29-21,1,2885.8,222.9
2021-04-29-22,1,2746.1,225.6
2021-04-29-23,1,2826.7,228.2
2021-04-30-0,1,2662.2,230.8
2021-05-01-3,1,2439.5,299.9
2021-05-01-4,1,2446.7,302.2
2021-05-01-5,1,2371.7,304.5
2021-05-01-6,1,2331.7,306.8
2021-05-01-7,1,2332.2,309.0
2021-05-01-8,1,2359.9,311.2
2021-05-01-9,1,2391.2,313.4
2021-05-01-10,1,2478.0,315.7
2021-05-01-11,1,2435.0,318.0
2021-05-01-12,1,2264.5,320.3
2021-05-01-13,1,2398.2,322.4
2021-05-01-14,1,2441.3,324.6
2021-05-01-15,1,2388.9,326.8
2021-05-01-16,1,2394.2,329.0
2021-05-01-17,1,2459.0,331.2
2021-05-01-18,1,2543.9,333.5
2021-05-01-19,1,2589.0,335.9
2021-05-01-20,1,2597.4,338.4
2021-05-01-21,1,2547.7,340.8
2021-05-01-22,1,2536.1,343.2
2021-05-01-23,1,2556.1,345.6
2021-05-02-0,0,2455.3,348.0
2021-05-02-1,0,2440.5,350.3
2021-05-02-2,0,2377.9,352.5
2021-05-02-4,0,2369.7,357.0
2021-05-02-5,0,2355.1,359.2
2021-05-02-6,0,2357.4,361.4
2021-05-02-7,0,2386.7,363.5
2021-05-02-8,0,2311.0,365.7
2021-05-02-9,0,2342.6,367.8
2021-05-02-10,0,2347.2,370.0
2021-05-02-11,0,2171.6,372.0
2021-05-02-12,0,2057.8,373.9
2021-05-02-13,0,2218.6,375.9
2021-05-02-14,0,2304.8,377.8
2021-05-02-15,0,2306.7,379.8
2021-05-02-16,0,2343.6,382.0
2021-05-02-17,0,2464.6,384.2
2021-05-02-18,0,2473.3,386.5
2021-05-02-19,0,2534.4,388.8
2021-05-02-20,0,2628.5,391.2
2021-05-02-21,0,2671.0,393.7
2021-05-02-22,0,2530.7,396.1
2021-05-02-23,0,2558.8,398.5
2021-05-03-0,0,2491.8,400.9
2021-05-03-1,0,2366.3,403.2
2021-05-03-2,0,2425.2,405.4
2021-05-03-3,0,2349.9,407.7
2021-05-03-5,0,2310.3,412.1
2021-05-03-6,0,2303.4,414.3
2021-05-03-7,0,2333.3,416.4
2021-05-03-8,0,2558.9,418.6
2021-05-03-9,0,2911.3,421.0
2021-05-03-10,0,2968.0,423.8
2021-05-03-11,0,2818.7,426.5
2021-05-03-12,0,2861.2,429.2
2021-05-03-13,0,2798.3,431.8
2021-05-03-14,0,2814.1,434.5
2021-05-03-15,0,2939.0,437.2
2021-05-03-16,0,3060.4,439.9
2021-05-03-17,0,3044.8,442.9
2021-05-03-18,0,3009.5,445.8
2021-05-03-19,0,2842.8,448.6
2021-05-03-20,0,2870.1,451.4
2021-05-03-21,0,2851.1,454.1
2021-05-03-22,0,2745.6,456.8
2021-05-03-23,0,2716.8,459.3
2021-05-04-0,1,2592.0,461.9
2021-05-04-1,1,2524.5,464.3
2021-05-04-2,1,2532.1,466.7
2021-05-04-3,1,2489.7,469.1
2021-05-04-4,1,2458.0,471.4
2021-05-05-7,1,2428.0,546.4
2021-05-05-8,1,2496.7,548.6
2021-05-05-9,1,2345.4,550.9
2021-05-05-10,1,2278.2,553.1
2021-05-05-11,1,2388.0,555.2
2021-05-05-12,1,2303.8,557.4
2021-05-05-13,1,2286.9,559.6
2021-05-05-14,1,2350.7,561.7
2021-05-05-15,1,2331.3,563.8
2021-05-05-16,1,2413.8,566.0
2021-05-05-17,1,2554.3,568.2
2021-05-05-18,1,2563.2,570.6
2021-05-05-19,1,2655.4,573.1
2021-05-05-20,1,2617.5,575.5
2021-05-05-21,1,2609.3,578.0
2021-05-05-22,1,2631.1,580.5
2021-05-05-23,1,2533.1,583.0
2021-05-06-0,1,2510.6,585.4
2021-05-06-1,1,2418.2,587.8
2021-05-06-2,1,2394.2,590.0
2021-05-06-3,1,2353.6,592.3
2021-05-06-4,1,2386.2,594.5
2021-05-06-5,1,2256.6,596.7
2021-05-06-6,1,2282.8,598.9
2021-05-06-8,1,2565.0,603.2
2021-05-06-9,1,2846.2,605.6
2021-05-06-10,1,2860.5,608.2
2021-05-06-11,1,2898.1,610.9
2021-05-06-12,1,2930.1,613.6
2021-05-06-13,1,2857.0,616.4
2021-05-06-14,1,3038.5,619.1
2021-05-06-15,1,3037.2,621.9
2021-05-06-16,1,3133.6,624.9
2021-05-06-17,1,3149.9,627.9
2021-05-06-18,1,3015.2,630.8
2021-05-06-19,1,2997.6,633.7
2021-05-06-20,1,2882.2,636.5
2021-05-06-21,1,2862.6,639.3
2021-05-06-22,1,2702.7,641.9
2021-05-06-23,1,2672.9,644.5
2021-05-07-0,1,2652.6,647.0
2021-05-07-1,1,2537.3,649.5
2021-05-07-2,1,2584.7,651.8
2021-05-07-3,1,2446.0,654.2
2021-05-07-4,1,2423.3,656.5
2021-05-07-5,1,2359.6,658.8
2021-05-07-6,1,2367.4,661.0
2021-05-07-7,1,2522.8,663.3
2021-05-07-9,1,3045.9,668.1
2021-05-07-10,1,3261.7,670.9
2021-05-07-11,1,3291.4,674.0
2021-05-07-12,1,3279.7,677.1
2021-05-07-13,1,3310.9,680.3
2021-05-07-14,1,3425.5,683.4
2021-05-07-15,1,3033.8,686.5
2021-05-07-16,1,2931.5,689.4
2021-05-07-17,1,2789.3,692.2
2021-05-07-18,1,2822.3,694.9
2021-05-07-19,1,2752.6,697.6
2021-05-07-20,1,2603.8,700.2
2021-05-07-21,1,2621.8,702.7
2021-05-07-22,1,2515.7,705.1
2021-05-07-23,1,2545.3,707.5
2021-05-08-0,1,2431.5,709.9
2021-05-08-1,1,2552.9,712.2
2021-05-08-2,1,2371.5,714.5
2021-05-08-3,1,2381.6,716.8
2021-05-08-4,1,2435.8,719.0
2021-05-08-5,1,2391.9,721.2
2021-05-08-6,1,2358.2,723.4
2021-05-08-7,1,2257.1,725.6
2021-05-08-8,1,2205.0,727.7
2021-05-09-11,0,2147.1,788.9
2021-05-09-12,0,2137.6,790.9
2021-05-09-13,0,2172.9,792.9
2021-05-09-14,0,2217.0,794.9
2021-05-09-15,0,2319.1,797.0
2021-05-09-16,0,2367.0,799.1
2021-05-09-17,0,2515.1,801.4
2021-05-09-18,0,2540.8,803.7
2021-05-09-19,0,2553.2,806.1
2021-05-09-20,0,2645.7,808.5
2021-05-09-21,0,2597.7,811.0
2021-05-09-22,0,2549.3,813.4
2021-05-09-23,0,2616.0,815.8
2021-05-10-0,0,2521.0,818.2
2021-05-10-1,0,2466.4,820.5
2021-05-10-2,0,2426.7,822.8
2021-05-10-3,0,2318.5,825.0
2021-05-10-4,0,2411.0,827.2
2021-05-10-5,0,2268.1,829.3
2021-05-10-6,0,2309.5,831.5
2021-05-10-7,0,2365.9,833.7
2021-05-10-8,0,2652.4,835.9
2021-05-10-9,0,2993.9,838.4
2021-05-10-10,0,2999.0,841.1
2021-05-11-13,1,3260.8,914.1
2021-05-11-14,1,3271.1,917.2
2021-05-11-15,1,3450.0,920.4
2021-05-11-16,1,3318.7,923.6
2021-05-11-17,1,3391.7,926.8
2021-05-11-18,1,3391.7,930.0
2021-05-11-19,1,3122.8,933.2
2021-05-11-20,1,3141.8,936.2
2021-05-11-21,1,2997.0,939.2
2021-05-11-22,1,2846.6,942.1
2021-05-11-23,1,2842.8,944.8
2021-05-12-0,1,2714.3,947.5
2021-05-12-1,1,2653.1,950.1
2021-05-12-2,1,2598.1,952.6
2021-05-12-3,1,2569.9,955.0
2021-05-12-4,1,2491.3,957.4
2021-05-12-5,1,2438.9,959.7
2021-05-12-6,1,2415.8,962.0
2021-05-12-7,1,2470.5,964.3
2021-05-12-8,1,2678.2,966.6
2021-05-12-9,1,2899.3,969.1
2021-05-12-10,1,2993.1,971.8
2021-05-12-11,1,2971.5,974.7
2021-05-12-12,1,3019.7,977.5
2021-05-12-14,1,3322.7,983.5
2021-05-12-15,1,3443.3,986.6
2021-05-12-16,1,3443.3,989.8
2021-05-12-17,1,3457.9,993.1
2021-05-12-18,1,3393.6,996.5
2021-05-12-19,1,3358.3,999.7
2021-05-12-20,1,3312.5,3.0
2021-05-12-21,1,3221.6,6.2
2021-05-12-22,1,3059.9,9.3
2021-05-12-23,1,2972.1,12.2
2021-05-13-0,1,2925.5,15.0
2021-05-13-1,1,2822.4,17.7
2021-05-13-2,1,2675.2,20.4
2021-05-13-3,1,2694.0,22.9
2021-05-13-4,1,2640.0,25.4
2021-05-13-5,1,2594.2,27.9
2021-05-13-6,1,2625.3,30.4
2021-05-13-7,1,2658.5,32.9
2021-05-13-8,1,2847.3,35.4
2021-05-13-9,1,3163.3,38.0
2021-05-13-10,1,3296.5,40.9
2021-05-13-11,1,3316.6,44.0
2021-05-13-12,1,3423.0,47.2
2021-05-13-13,1,3680.1,50.4
2021-05-13-15,1,3724.5,57.1
2021-05-13-16,1,3677.6,60.6
2021-05-13-17,1,3554.8,64.1
2021-05-13-18,1,3458.9,67.5
2021-05-13-19,1,3301.9,70.8
2021-05-13-20,1,3305.0,74.0
2021-05-13-21,1,3235.7,77.1
2021-05-13-22,1,3038.7,80.2
2021-05-13-23,1,3019.1,83.1
2021-05-14-0,1,2911.9,85.9
2021-05-14-1,1,2860.6,88.7
2021-05-14-2,1,2805.7,91.4
2021-05-14-3,1,2764.2,94.0
2021-05-14-4,1,2661.6,96.5
2021-05-14-5,1,2683.3,99.1
2021-05-14-6,1,2662.4,101.6
2021-05-14-7,1,2729.6,104.1
2021-05-14-8,1,2963.9,106.7
2021-05-14-9,1,3286.0,109.5
2021-05-14-10,1,3396.0,112.6
2021-05-14-11,1,3555.9,115.8
2021-05-14-12,1,3521.2,119.2
2021-05-14-13,1,3650.2,122.6
2021-05-14-14,1,3694.7,126.0
2021-05-15-17,1,3083.9,203.3
2021-05-15-18,1,3046.1,206.2
2021-05-15-19,1,3074.3,209.1
2021-05-15-20,1,3123.5,212.1
2021-05-15-21,1,3062.0,215.0
2021-05-15-22,1,3043.1,218.0
2021-05-15-23,1,2937.4,220.9
2021-05-16-0,0,2895.3,223.7
2021-05-16-1,0,2897.8,226.5
2021-05-16-2,0,2829.9,229.2
2021-05-16-3,0,2791.3,231.9
2021-05-16-4,0,2690.3,234.5
2021-05-16-5,0,2697.9,237.1
2021-05-16-6,0,2673.7,239.7
2021-05-16-7,0,2630.9,242.2
2021-05-16-8,0,2731.8,244.7
2021-05-16-9,0,2755.1,247.3
2021-05-16-10,0,2778.2,249.9
2021-05-16-11,0,2747.3,252.5
2021-05-16-12,0,2881.9,255.2
2021-05-16-13,0,2970.9,257.9
2021-05-16-14,0,2998.0,260.7
2021-05-16-15,0,3006.7,263.5
2021-05-16-16,0,2951.7,266.4
2021-05-16-18,0,3034.0,272.1
2021-05-16-19,0,3020.1,274.9
2021-05-16-20,0,3023.0,277.8
2021-05-16-21,0,3009.2,280.7
2021-05-16-22,0,2944.5,283.5
2021-05-16-23,0,2917.3,286.4
2021-05-17-0,0,2809.7,289.1
2021-05-17-1,0,2688.8,291.8
2021-05-17-2,0,2672.8,294.4
2021-05-17-3,0,2638.4,296.9
2021-05-17-4,0,2565.4,299.4
2021-05-17-5,0,2586.5,301.8
2021-05-17-6,0,2578.2,304.2
2021-05-17-7,0,2660.5,306.7
2021-05-17-8,0,2971.4,309.2
2021-05-17-9,0,3216.4,311.9
2021-05-17-10,0,3377.2,315.0
2021-05-17-11,0,3469.7,318.1
2021-05-17-12,0,3449.6,321.4
2021-05-17-13,0,3429.9,324.8
2021-05-17-14,0,3428.7,328.1
2021-05-17-15,0,3429.8,331.3
2021-05-17-16,0,3437.8,334.6
2021-05-17-17,0,3394.0,337.8
2021-05-17-19,0,3140.8,344.2
2021-05-17-20,0,3180.1,347.2
2021-05-17-21,0,3063.9,350.2
2021-05-17-22,0,3079.6,353.1
2021-05-17-23,0,3040.0,356.0
2021-05-18-0,1,3008.4,358.8
2021-05-18-1,1,2800.5,361.6
2021-05-18-2,1,2754.7,364.3
2021-05-18-3,1,2652.7,366.9
2021-05-18-4,1,2607.4,369.4
2021-05-18-5,1,2655.5,371.9
2021-05-18-6,1,2694.4,374.3
2021-05-18-7,1,2638.3,376.8
2021-05-18-8,1,2904.5,379.3
2021-05-18-9,1,3230.1,382.1
2021-05-18-10,1,3275.3,385.1
2021-05-18-11,1,3237.3,388.2
2021-05-18-12,1,3406.7,391.3
2021-05-18-13,1,3316.3,394.4
2021-05-18-14,1,3454.5,397.5
2021-05-18-15,1,3319.6,400.7
2021-05-18-16,1,3375.8,403.8
2021-05-18-17,1,3386.2,407.1
2021-05-18-18,1,3255.3,410.3
2021-05-19-21,1,2992.5,482.5
2021-05-19-22,1,3014.0,485.4
2021-05-19-23,1,2912.7,488.2
2021-05-20-0,1,2868.2,491.0
2021-05-20-1,1,2802.8,493.7
2021-05-20-2,1,2719.1,496.3
2021-05-20-3,1,2728.9,498.9
2021-05-20-4,1,2657.1,501.5
2021-05-20-5,1,2662.7,504.0
2021-05-20-6,1,2631.5,506.5
2021-05-20-7,1,2720.9,509.0
2021-05-20-8,1,3008.7,511.6
2021-05-20-9,1,3179.7,514.4
2021-05-20-10,1,3359.2,517.5
2021-05-20-11,1,3340.1,520.7
2021-05-20-12,1,3367.2,523.8
2021-05-20-13,1,3411.9,526.9
2021-05-20-14,1,3538.9,530.2
2021-05-20-15,1,3427.8,533.5
2021-05-20-16,1,3383.9,536.8
2021-05-20-17,1,3468.1,540.0
2021-05-20-18,1,3119.8,543.2
2021-05-20-19,1,3069.1,546.2
2021-05-20-20,1,3075.3,549.1
2021-05-21-23,1,2827.8,623.5
2021-05-22-0,1,2786.4,626.2
2021-05-22-1,1,2712.6,628.8
2021-05-22-2,1,2654.5,631.3
2021-05-22-3,1,2579.0,633.8
2021-05-22-4,1,2615.8,636.2
2021-05-22-5,1,2477.7,638.7
2021-05-22-6,1,2479.0,641.0
2021-05-22-7,1,2478.1,643.4
2021-05-22-8,1,2467.5,645.7
2021-05-22-9,1,2493.3,648.0
2021-05-22-10,1,2408.2,650.3
2021-05-22-11,1,2422.8,652.5
2021-05-22-12,1,2478.4,654.8
2021-05-22-13,1,2454.4,657.1
2021-05-22-14,1,2599.8,659.5
2021-05-22-15,1,2665.0,661.9
2021-05-22-16,1,2740.5,664.4
2021-05-22-17,1,2779.0,666.9
2021-05-22-18,1,2872.6,669.6
2021-05-22-19,1,2922.8,672.3
2021-05-22-20,1,2814.2,675.0
2021-05-22-21,1,2848.6,677.7
2021-05-22-22,1,2796.2,680.4
2021-05-23-0,0,2665.4,685.7
2021-05-23-1,0,2613.9,688.2
2021-05-23-2,0,2627.0,690.7
2021-05-23-3,0,2565.8,693.1
2021-05-23-4,0,2558.0,695.5
2021-05-23-5,0,2511.0,697.9
2021-05-23-6,0,2487.4,700.3
2021-05-23-7,0,2493.7,702.6
2021-05-23-8,0,2501.4,704.9
2021-05-23-9,0,2536.9,707.2
2021-05-23-10,0,2534.8,709.5
2021-05-23-11,0,2648.2,711.9
2021-05-23-12,0,2639.9,714.3
2021-05-23-13,0,2636.7,716.7
2021-05-23-14,0,2662.7,719.1
2021-05-23-15,0,2803.9,721.6
2021-05-23-16,0,2985.2,724.3
2021-05-23-17,0,2980.3,727.1
2021-05-23-18,0,3016.0,729.9
2021-05-23-19,0,3006.7,732.7
2021-05-23-20,0,2989.5,735.6
2021-05-23-21,0,3009.1,738.5
2021-05-23-22,0,2929.1,741.4
2021-05-23-23,0,2872.1,744.2
2021-05-25-2,1,2694.6,820.7
2021-05-25-3,1,2627.2,823.2
2021-05-25-4,1,2611.5,825.6
2021-05-25-5,1,2629.9,828.1
2021-05-25-6,1,2530.1,830.5
2021-05-25-7,1,2717.3,832.9
2021-05-25-8,1,2937.5,835.4
2021-05-25-9,1,3168.6,838.3
2021-05-25-10,1,3243.7,841.3
2021-05-25-11,1,3063.1,844.3
2021-05-25-12,1,2989.2,847.2
2021-05-25-13,1,3020.7,850.0
2021-05-25-14,1,3036.7,852.9
2021-05-25-15,1,3111.1,855.8
2021-05-25-16,1,3127.3,858.8
2021-05-25-17,1,3123.2,861.8
2021-05-25-18,1,3060.8,864.8
2021-05-25-19,1,2935.1,867.7
2021-05-25-20,1,3026.2,870.6
2021-05-25-21,1,2940.0,873.4
2021-05-25-22,1,2873.7,876.2
2021-05-25-23,1,2796.1,878.9
2021-05-26-0,1,2744.2,881.6
2021-05-26-1,1,2715.7,884.2
2021-05-26-3,1,2589.6,889.3
2021-05-26-4,1,2585.5,891.8
2021-05-26-5,1,2542.4,894.2
2021-05-26-6,1,2489.5,896.7
2021-05-26-7,1,2619.2,899.0
2021-05-26-8,1,2933.7,901.5
2021-05-26-9,1,2961.6,904.1
2021-05-26-10,1,3134.1,907.0
2021-05-26-11,1,3213.6,909.9
2021-05-26-12,1,3268.0,913.0
2021-05-26-13,1,3229.5,916.1
2021-05-26-14,1,3201.7,919.1
2021-05-26-15,1,3166.8,922.1
2021-05-26-16,1,3164.6,925.1
2021-05-26-17,1,3258.0,928.2
2021-05-26-18,1,3121.7,931.2
2021-05-26-19,1,2940.3,934.1
2021-05-26-20,1,2937.0,937.0
2021-05-26-21,1,2899.7,939.7
2021-05-26-22,1,2872.1,942.5
2021-05-26-23,1,2828.3,945.3
2021-05-27-0,1,2754.9,947.9
2021-05-27-1,1,2653.5,950.5
2021-05-27-2,1,2736.1,953.0
2021-05-27-4,1,2576.3,958.0
2021-05-27-5,1,2482.0,960.5
2021-05-27-6,1,2589.3,962.8
2021-05-27-7,1,2746.7,965.3
2021-05-27-8,1,2980.3,967.8
2021-05-27-9,1,3284.9,970.6
2021-05-27-10,1,3395.4,973.6
2021-05-27-11,1,3348.9,976.9
2021-05-27-12,1,3287.2,980.0
2021-05-27-13,1,3264.1,983.2
2021-05-27-14,1,3298.1,986.3
2021-05-27-15,1,3424.8,989.5
2021-05-27-16,1,3388.9,992.7
2021-05-27-17,1,3328.1,995.9
2021-05-27-18,1,3196.7,999.1
2021-05-27-19,1,2991.6,2.0
2021-05-27-20,1,2934.0,4.9
2021-05-27-21,1,2967.6,7.7
2021-05-27-22,1,2869.4,10.5
2021-05-27-23,1,2847.9,13.3
2021-05-28-0,1,2824.9,16.0
2021-05-28-1,1,2689.7,18.6
2021-05-28-2,1,2610.9,21.2
2021-05-28-3,1,2591.0,23.6
2021-05-29-6,1,2495.3,97.3
2021-05-29-7,1,2448.0,99.6
2021-05-29-8,1,2400.5,102.0
2021-05-29-9,1,2450.3,104.3
2021-05-29-10,1,2458.9,106.6
2021-05-29-11,1,2565.9,108.9
2021-05-29-12,1,2605.3,111.2
2021-05-29-13,1,2559.2,113.6
2021-05-29-14,1,2572.4,116.0
2021-05-29-15,1,2657.3,118.4
2021-05-29-16,1,2645.8,120.8
2021-05-29-17,1,2715.6,123.4
2021-05-29-18,1,2820.5,125.9
2021-05-29-19,1,2776.5,128.6
2021-05-29-20,1,2850.6,131.2
2021-05-29-21,1,2837.5,133.9
2021-05-29-22,1,2866.3,136.6
2021-05-29-23,1,2785.0,139.3
2021-05-30-0,0,2739.8,142.0
2021-05-30-1,0,2727.2,144.5
2021-05-30-2,0,2632.8,147.0
2021-05-30-3,0,2546.4,149.5
2021-05-30-4,0,2620.1,151.9
2021-05-30-5,0,2561.4,154.4
2021-05-31-8,0,2759.4,220.7
2021-05-31-9,0,3038.3,223.3
2021-05-31-10,0,3052.8,226.1
2021-05-31-11,0,3136.0,229.0
2021-05-31-12,0,3140.8,232.0
2021-05-31-13,0,3304.1,235.0
2021-05-31-14,0,3386.6,238.1
2021-05-31-15,0,3458.8,241.3
2021-05-31-16,0,3560.8,244.6
2021-05-31-17,0,3478.9,248.0
2021-05-31-18,0,3351.9,251.4
2021-05-31-19,0,3198.0,254.5
2021-05-31-20,0,3194.5,257.6
2021-05-31-21,0,3122.3,260.6
2021-05-31-22,0,2994.0,263.6
2021-05-31-23,0,3039.6,266.5
2021-06-01-0,1,2866.2,269.3
2021-06-01-1,1,2834.8,272.0
2021-06-01-2,1,2820.6,274.7
2021-06-01-3,1,2719.7,277.4
2021-06-01-4,1,2686.7,280.0
2021-06-01-5,1,2591.7,282.5
2021-06-01-6,1,2581.4,285.0
2021-06-01-7,1,2625.3,287.5
2021-06-01-9,1,3173.2,292.8
2021-06-01-10,1,3174.3,295.7
2021-06-01-11,1,3310.0,298.8
2021-06-01-12,1,3334.7,301.9
2021-06-01-13,1,3455.0,305.0
2021-06-01-14,1,3530.2,308.2
2021-06-01-15,1,3576.1,311.6
2021-06-01-16,1,3699.8,315.0
2021-06-01-17,1,3702.5,318.5
2021-06-01-18,1,3619.5,322.1
2021-06-01-19,1,3395.4,325.5
2021-06-01-20,1,3401.6,328.7
2021-06-01-21,1,3326.7,332.0
2021-06-01-22,1,3123.2,335.1
2021-06-01-23,1,2997.2,338.1
2021-06-02-0,1,2913.7,341.0
2021-06-02-1,1,2851.5,343.8
2021-06-02-2,1,2750.1,346.5
2021-06-02-3,1,2693.1,349.2
2021-06-02-4,1,2669.8,351.7
2021-06-02-5,1,2700.7,354.3
2021-06-02-6,1,2648.4,356.8
2021-06-02-7,1,2760.8,359.3
2021-06-02-8,1,2950.2,361.9
2021-06-02-10,1,3374.4,367.8
2021-06-02-11,1,3394.6,371.0
2021-06-02-12,1,3536.3,374.3
2021-06-02-13,1,3668.3,377.6
2021-06-02-14,1,3733.4,381.1
2021-06-02-15,1,3827.2,384.6
2021-06-02-16,1,3684.4,388.2
2021-06-02-17,1,3691.1,391.7
2021-06-02-18,1,3491.3,395.2
2021-06-02-19,1,3475.8,398.6
2021-06-02-20,1,3421.8,401.8
2021-06-02-21,1,3326.4,405.1
2021-06-02-22,1,3185.2,408.3
2021-06-02-23,1,3076.7,411.3
2021-06-03-0,1,2972.7,414.3
2021-06-03-1,1,2864.0,417.1
2021-06-03-2,1,2779.8,419.8
2021-06-03-3,1,2785.7,422.5
2021-06-03-4,1,2759.4,425.2
2021-06-03-5,1,2708.2,427.8
2021-06-03-6,1,2727.9,430.3
2021-06-03-7,1,2961.5,432.9
2021-06-03-8,1,3135.5,435.6
2021-06-03-9,1,3365.0,438.5
2021-06-03-11,1,3504.2,445.1
2021-06-03-12,1,3515.9,448.4
2021-06-03-13,1,3655.5,451.8
2021-06-03-14,1,3617.8,455.2
2021-06-03-15,1,3580.8,458.7
2021-06-03-16,1,3606.5,462.1
2021-06-03-17,1,3534.1,465.6
2021-06-03-18,1,3364.6,469.0
2021-06-03-19,1,3210.6,472.2
2021-06-03-20,1,3292.3,475.3
2021-06-03-21,1,3189.1,478.4
2021-06-03-22,1,3108.6,481.4
2021-06-03-23,1,2985.4,484.4
2021-06-04-0,1,2871.0,487.3
2021-06-04-1,1,2851.8,490.0
2021-06-04-2,1,2752.9,492.7
2021-06-04-3,1,2763.1,495.4
2021-06-04-4,1,2709.6,498.0
2021-06-04-5,1,2674.3,500.5
2021-06-04-6,1,2708.1,503.0
2021-06-04-7,1,2672.1,505.6
2021-06-04-8,1,2899.1,508.1
2021-06-04-9,1,3210.8,510.8
2021-06-04-10,1,3176.6,513.9
2021-06-05-13,1,2805.6,586.7
2021-06-05-14,1,2748.9,589.4
2021-06-05-15,1,2827.2,592.0
2021-06-05-16,1,2941.8,594.6
2021-06-05-17,1,2980.7,597.5
2021-06-05-18,1,2998.7,600.3
2021-06-05-19,1,2942.7,603.2
2021-06-05-20,1,2950.4,606.0
2021-06-05-21,1,2948.3,608.9
2021-06-05-22,1,2945.6,611.7
2021-06-05-23,1,2914.2,614.5
2021-06-06-0,0,2876.0,617.3
2021-06-06-1,0,2834.2,620.1
2021-06-06-2,0,2779.3,622.7
2021-06-06-3,0,2673.1,625.3
2021-06-06-4,0,2689.7,627.9
2021-06-06-5,0,2592.6,630.4
2021-06-06-6,0,2568.8,632.9
2021-06-06-7,0,2598.5,635.4
2021-06-06-8,0,2596.9,637.8
2021-06-06-9,0,2620.0,640.2
2021-06-06-10,0,2706.7,642.7
2021-06-06-11,0,2835.6,645.2
2021-06-06-12,0,2697.6,647.6
2021-06-06-14,0,2727.6,652.6
2021-06-06-15,0,2838.9,655.2
2021-06-06-16,0,2881.1,657.9
2021-06-06-17,0,3014.0,660.6
2021-06-06-18,0,3075.7,663.4
2021-06-06-19,0,2975.1,666.3
2021-06-06-20,0,2987.6,669.2
2021-06-06-21,0,2966.2,672.0
2021-06-06-22,0,2910.8,674.8
2021-06-06-23,0,2907.6,677.6
2021-06-07-0,0,2855.6,680.4
2021-06-07-1,0,2773.7,683.1
2021-06-07-2,0,2766.0,685.7
2021-06-07-3,0,2597.5,688.3
2021-06-07-4,0,2609.2,690.7
2021-06-07-5,0,2519.5,693.2
2021-06-07-6,0,2593.7,695.6
2021-06-07-7,0,2725.4,698.0
2021-06-07-8,0,2875.8,700.5
2021-06-07-9,0,3370.4,703.2
2021-06-07-10,0,3491.2,706.4
2021-06-07-11,0,3483.3,709.7
