date-time,day,active_power,active_energy
2020-09-17-16,1,3742.8,539.6
2020-09-17-17,1,3618.7,543.1
2020-09-17-18,1,3394.0,546.6
2020-09-17-19,1,3394.0,549.8
2020-09-17-20,1,3254.0,553.0
2020-09-17-21,1,3165.6,556.1
2020-09-17-22,1,3138.3,559.1
2020-09-17-23,1,3073.9,562.1
2020-09-18-0,1,2976.8,565.0
2020-09-18-1,1,2937.0,567.9
2020-09-18-2,1,2878.4,570.7
2020-09-18-3,1,2821.0,573.4
2020-09-18-4,1,2804.2,576.1
2020-09-18-5,1,2787.7,578.7
2020-09-19-8,0,2582.7,657.5
2020-09-19-9,0,2606.5,659.9
2020-09-19-10,0,2659.0,662.4
2020-09-19-11,0,2807.4,664.9
2020-09-19-12,0,2831.4,667.5
2020-09-19-13,0,2948.8,670.1
2020-09-19-14,0,2818.8,672.8
2020-09-19-15,0,2883.2,675.4
2020-09-19-16,0,2929.4,678.1
2020-09-19-17,0,2973.7,680.9
2020-09-19-18,0,3036.9,683.8
2020-09-19-19,0,3032.7,686.7
2020-09-19-20,0,3057.4,689.6
2020-09-19-21,0,2986.1,692.5
2020-09-19-22,0,2879.5,695.3
2020-09-19-23,0,2907.7,698.1
2020-09-20-0,0,2833.4,700.8
2020-09-20-1,0,2754.8,703.5
2020-09-20-2,0,2691.0,706.1
2020-09-20-3,0,2709.8,708.6
2020-09-20-4,0,2584.8,711.1
2020-09-20-5,0,2661.7,713.6
2020-09-20-6,0,2540.6,716.0
2020-09-20-7,0,2549.1,718.4
2020-09-21-10,1,3238.5,787.8
2020-09-21-11,1,3316.2,790.9
2020-09-21-12,1,3324.9,794.0
2020-09-21-13,1,3209.9,797.0
2020-09-21-14,1,3377.2,800.0
2020-09-21-15,1,3347.7,803.1
2020-09-21-16,1,3383.9,806.3
2020-09-21-17,1,3341.8,809.6
2020-09-21-18,1,3234.8,812.8
2020-09-21-19,1,3110.0,815.7
2020-09-21-20,1,3076.6,818.6
2020-09-21-21,1,2911.7,821.5
2020-09-21-22,1,2971.2,824.2
2020-09-21-23,1,2838.7,827.0
2020-09-22-0,1,2774.9,829.6
2020-09-22-1,1,2663.3,832.2
2020-09-22-2,1,2602.7,834.7
2020-09-22-3,1,2573.1,837.2
2020-09-22-4,1,2543.5,839.7
2020-09-22-5,1,2590.3,842.1
2020-09-22-6,1,2554.4,844.5
2020-09-22-7,1,2593.8,846.8
2020-09-22-8,1,2846.1,849.3
2020-09-22-9,1,3212.1,851.9
2020-09-22-11,1,3259.1,858.1
2020-09-22-12,1,3123.3,861.3
2020-09-22-13,1,3144.1,864.2
2020-09-22-14,1,3227.8,867.2
2020-09-22-15,1,3202.5,870.3
2020-09-22-16,1,3334.1,873.3
2020-09-22-17,1,3420.2,876.5
2020-09-22-18,1,3190.6,879.7
2020-09-22-19,1,3142.2,882.8
2020-09-22-20,1,3123.5,885.8
2020-09-22-21,1,3001.5,888.7
2020-09-22-22,1,2931.9,891.5
2020-09-22-23,1,2757.8,894.3
2020-09-23-0,1,2798.5,897.0
2020-09-23-1,1,2680.3,899.6
2020-09-23-2,1,2609.9,902.1
2020-09-23-3,1,2554.0,904.6
2020-09-23-4,1,2547.1,907.0
2020-09-23-5,1,2487.1,909.4
2020-09-23-6,1,2483.0,911.8
2020-09-23-7,1,2585.3,914.1
2020-09-23-8,1,2895.2,916.5
2020-09-23-9,1,3325.7,919.2
2020-09-23-10,1,3311.0,922.2
2020-09-23-12,1,3306.6,928.5
2020-09-23-13,1,3324.2,931.5
2020-09-23-14,1,3380.8,934.7
2020-09-23-15,1,3447.1,937.9
2020-09-23-16,1,3456.9,941.3
2020-09-23-17,1,3488.2,944.6
2020-09-23-18,1,3230.9,947.9
2020-09-23-19,1,3097.3,951.0
2020-09-23-20,1,3049.2,953.9
2020-09-23-21,1,2977.9,956.8
2020-09-23-22,1,2917.3,959.7
2020-09-23-23,1,2874.6,962.4
2020-09-24-0,1,2808.8,965.2
2020-09-24-1,1,2757.8,967.8
2020-09-24-2,1,2708.4,970.4
2020-09-24-3,1,2687.1,973.0
2020-09-24-4,1,2635.4,975.5
2020-09-24-5,1,2575.7,978.0
2020-09-24-6,1,2607.0,980.4
2020-09-24-7,1,2656.7,982.8
2020-09-24-8,1,3086.3,985.3
2020-09-24-9,1,3253.7,988.1
2020-09-24-10,1,3223.4,991.1
2020-09-24-11,1,3274.2,994.2
2020-09-25-14,1,3738.4,74.9
2020-09-25-15,1,3630.3,78.5
2020-09-25-16,1,3681.5,82.0
2020-09-25-17,1,3648.7,85.6
2020-09-25-18,1,3338.0,89.0
2020-09-25-19,1,3169.6,92.1
2020-09-25-20,1,3114.6,95.1
2020-09-25-21,1,3009.8,98.1
2020-09-25-22,1,2974.7,101.0
2020-09-25-23,1,2905.4,103.8
2020-09-26-0,0,2833.3,106.6
2020-09-26-1,0,2833.1,109.4
2020-09-26-2,0,2796.7,112.0
2020-09-26-3,0,2767.2,114.6
2020-09-26-4,0,2679.4,117.2
2020-09-26-5,0,2643.3,119.7
2020-09-26-6,0,2628.8,122.2
2020-09-26-7,0,2578.5,124.7
2020-09-26-8,0,2625.1,127.1
2020-09-26-9,0,2639.8,129.6
2020-09-26-10,0,2615.3,132.1
2020-09-26-11,0,2645.8,134.5
2020-09-26-12,0,2842.0,137.0
2020-09-26-13,0,2989.8,139.6
2020-09-26-15,0,2821.1,144.8
2020-09-26-16,0,2916.5,147.4
2020-09-26-17,0,2981.0,150.2
2020-09-26-18,0,3019.7,153.1
2020-09-26-19,0,3012.6,156.0
2020-09-26-20,0,3045.0,158.9
2020-09-26-21,0,2878.0,161.7
2020-09-26-22,0,2894.7,164.5
2020-09-26-23,0,2869.8,167.2
2020-09-27-0,0,2781.6,169.9
2020-09-27-1,0,2754.7,172.5
2020-09-27-2,0,2680.3,175.1
2020-09-27-3,0,2670.3,177.6
2020-09-27-4,0,2647.3,180.1
2020-09-27-5,0,2563.1,182.6
2020-09-27-6,0,2618.7,185.0
2020-09-27-7,0,2533.4,187.4
2020-09-27-8,0,2572.0,189.8
2020-09-27-9,0,2513.9,192.2
2020-09-27-10,0,2570.1,194.6
2020-09-27-11,0,2534.5,197.0
2020-09-27-12,0,2560.9,199.4
2020-09-27-13,0,2609.8,201.8
2020-09-27-14,0,2782.6,204.3
2020-09-27-16,0,2882.8,209.6
2020-09-27-17,0,2891.3,212.4
2020-09-27-18,0,2974.5,215.2
2020-09-27-19,0,3025.0,218.0
2020-09-27-20,0,3025.0,220.9
2020-09-27-21,0,2970.6,223.8
2020-09-27-22,0,2909.4,226.6
2020-09-27-23,0,2853.9,229.4
2020-09-28-0,1,2753.3,232.1
2020-09-28-1,1,2726.6,234.8
2020-09-28-2,1,2667.4,237.4
2020-09-28-3,1,2641.8,239.9
2020-09-28-4,1,2628.9,242.4
2020-09-28-5,1,2585.9,244.8
2020-09-28-6,1,2617.8,247.3
2020-09-28-7,1,2642.6,249.7
2020-09-28-8,1,2899.5,252.2
2020-09-28-9,1,3141.8,255.0
2020-09-28-10,1,3166.1,257.9
2020-09-28-11,1,3260.5,261.0
2020-09-28-12,1,3138.2,264.0
2020-09-28-13,1,3225.8,267.0
2020-09-28-14,1,3254.4,270.0
2020-09-28-15,1,3397.1,273.2
2020-09-29-18,1,2950.5,349.3
2020-09-29-19,1,2879.1,352.2
2020-09-29-20,1,2758.4,354.9
2020-09-29-21,1,2700.4,357.5
2020-09-29-22,1,2735.8,360.1
2020-09-29-23,1,2699.6,362.7
2020-09-30-0,1,2566.6,365.3
2020-09-30-1,1,2642.2,367.7
2020-09-30-2,1,2579.9,370.1
2020-09-30-3,1,2477.1,372.5
2020-09-30-4,1,2461.9,374.8
2020-09-30-5,1,2463.7,377.2
2020-09-30-6,1,2409.1,379.5
2020-09-30-7,1,2395.9,381.7
2020-09-30-8,1,2382.5,383.9
2020-09-30-9,1,2317.2,386.2
2020-09-30-10,1,2349.4,388.4
2020-09-30-11,1,2352.6,390.5
2020-09-30-12,1,2518.9,392.7
2020-09-30-13,1,2510.4,395.0
2020-09-30-14,1,2376.6,397.2
2020-09-30-15,1,2541.8,399.4
2020-09-30-16,1,2565.4,401.8
2020-09-30-17,1,2642.5,404.2
2020-10-01-20,1,2657.1,467.5
2020-10-01-21,1,2587.9,469.9
2020-10-01-22,1,2547.2,472.4
2020-10-01-23,1,2486.5,474.7
2020-10-02-0,1,2493.6,477.1
2020-10-02-1,1,2475.4,479.5
2020-10-02-2,1,2420.2,481.8
2020-10-02-3,1,2401.7,484.1
2020-10-02-4,1,2428.8,486.4
2020-10-02-5,1,2481.9,488.7
2020-10-02-6,1,2427.5,491.0
2020-10-02-7,1,2371.7,493.2
2020-10-02-8,1,2355.5,495.5
2020-10-02-9,1,2373.7,497.7
2020-10-02-10,1,2413.8,499.9
2020-10-02-11,1,2349.0,502.1
2020-10-02-12,1,2434.8,504.3
2020-10-02-13,1,2491.4,506.5
2020-10-02-14,1,2425.4,508.8
2020-10-02-15,1,2428.1,511.1
2020-10-02-16,1,2491.2,513.3
2020-10-02-17,1,2577.9,515.7
2020-10-02-18,1,2633.2,518.2
2020-10-02-19,1,2591.2,520.7
2020-10-02-21,1,2639.4,525.6
2020-10-02-22,1,2552.0,528.1
2020-10-02-23,1,2578.4,530.5
2020-10-03-0,0,2521.5,533.0
2020-10-03-1,0,2562.8,535.4
2020-10-03-2,0,2490.0,537.8
2020-10-03-3,0,2525.8,540.1
2020-10-03-4,0,2456.1,542.5
2020-10-03-5,0,2433.1,544.9
2020-10-03-6,0,2415.2,547.2
2020-10-03-7,0,2458.4,549.5
2020-10-03-8,0,2530.8,551.8
2020-10-03-9,0,2501.4,554.2
2020-10-03-10,0,2452.4,556.5
2020-10-03-11,0,2547.7,558.8
2020-10-03-12,0,2561.8,561.1
2020-10-03-13,0,2533.8,563.5
2020-10-03-14,0,2614.0,565.9
2020-10-03-15,0,2712.8,568.3
2020-10-03-16,0,2747.3,570.8
2020-10-03-17,0,2744.1,573.4
2020-10-03-18,0,2825.2,576.1
2020-10-03-19,0,2737.5,578.8
2020-10-03-20,0,2772.4,581.4
2020-10-03-22,0,2743.3,586.7
2020-10-03-23,0,2758.0,589.3
2020-10-04-0,0,2655.8,591.8
2020-10-04-1,0,2551.1,594.3
2020-10-04-2,0,2546.8,596.8
2020-10-04-3,0,2532.6,599.3
2020-10-04-4,0,2541.3,601.7
2020-10-04-5,0,2543.1,604.1
2020-10-04-6,0,2493.7,606.5
2020-10-04-7,0,2552.3,608.9
2020-10-04-8,0,2607.9,611.3
2020-10-04-9,0,2664.6,613.8
2020-10-04-10,0,2664.6,616.3
2020-10-04-11,0,2629.6,618.8
2020-10-04-12,0,2739.9,621.3
2020-10-04-13,0,2723.0,623.9
2020-10-04-14,0,2757.9,626.5
2020-10-04-15,0,2810.6,629.1
2020-10-04-16,0,2749.2,631.8
2020-10-04-17,0,2827.7,634.4
2020-10-04-18,0,2822.6,637.1
2020-10-04-19,0,2840.8,639.8
2020-10-04-20,0,2828.0,642.5
2020-10-04-21,0,2746.1,645.2
2020-10-06-0,1,2521.4,713.6
2020-10-06-1,1,2484.0,716.0
2020-10-06-2,1,2419.3,718.3
2020-10-06-3,1,2442.1,720.6
2020-10-06-4,1,2406.3,722.9
2020-10-06-5,1,2383.3,725.1
2020-10-06-6,1,2311.6,727.3
2020-10-06-7,1,2395.9,729.5
2020-10-06-8,1,2718.4,731.7
2020-10-06-9,1,2955.5,734.2
2020-10-06-10,1,2991.7,736.9
2020-10-06-11,1,3011.7,739.8
2020-10-06-12,1,2877.6,742.6
2020-10-06-13,1,2959.2,745.3
2020-10-06-14,1,2939.6,748.1
2020-10-06-15,1,2983.2,750.9
2020-10-06-16,1,3161.0,753.8
2020-10-06-17,1,3170.8,756.8
2020-10-06-18,1,3035.6,759.8
2020-10-06-19,1,2939.9,762.8
2020-10-06-20,1,2808.7,765.5
2020-10-06-21,1,2788.4,768.2
2020-10-06-22,1,2714.7,770.9
2020-10-06-23,1,2644.6,773.4
2020-10-07-1,1,2551.1,778.4
2020-10-07-2,1,2410.3,780.8
2020-10-07-3,1,2375.1,783.1
2020-10-07-4,1,2375.8,785.3
2020-10-07-5,1,2357.5,787.6
2020-10-07-6,1,2298.9,789.8
2020-10-07-7,1,2481.9,792.0
2020-10-07-8,1,2843.8,794.3
2020-10-07-9,1,2910.7,796.8
2020-10-07-10,1,2988.2,799.6
2020-10-07-11,1,3043.8,802.4
2020-10-07-12,1,3006.7,805.2
2020-10-07-13,1,3071.5,808.0
2020-10-07-14,1,3147.5,810.8
2020-10-07-15,1,3147.5,813.8
2020-10-07-16,1,3139.8,816.7
2020-10-07-17,1,3182.6,819.7
2020-10-07-18,1,2982.8,822.8
2020-10-07-19,1,2915.0,825.6
2020-10-07-20,1,2870.2,828.4
2020-10-07-21,1,2802.5,831.1
2020-10-07-22,1,2755.6,833.8
2020-10-07-23,1,2794.0,836.4
2020-10-08-0,1,2708.5,839.0
2020-10-09-3,1,2406.5,909.7
2020-10-09-4,1,2315.2,912.0
2020-10-09-5,1,2331.2,914.2
2020-10-09-6,1,2355.8,916.4
2020-10-09-7,1,2355.8,918.7
2020-10-09-8,1,2382.7,920.9
2020-10-09-9,1,2410.2,923.1
2020-10-09-10,1,2511.8,925.4
2020-10-09-11,1,2519.1,927.7
2020-10-09-12,1,2485.3,930.0
2020-10-09-13,1,2483.6,932.4
2020-10-09-14,1,2658.4,934.7
2020-10-09-15,1,2691.5,937.2
2020-10-09-16,1,2764.3,939.8
2020-10-09-17,1,2833.6,942.4
2020-10-09-18,1,2895.0,945.1
2020-10-09-19,1,2751.8,947.8
2020-10-09-20,1,2797.4,950.5
2020-10-09-21,1,2768.2,953.1
2020-10-09-22,1,2723.9,955.7
2020-10-09-23,1,2759.3,958.3
2020-10-10-0,0,2618.9,960.9
2020-10-10-1,0,2548.7,963.3
2020-10-10-2,0,2469.2,965.7
2020-10-11-5,0,2491.2,31.1
2020-10-11-6,0,2482.9,33.5
2020-10-11-7,0,2402.7,35.9
2020-10-11-8,0,2512.4,38.1
2020-10-11-9,0,2425.9,40.5
2020-10-11-10,0,2459.8,42.8
2020-10-11-11,0,2513.1,45.1
2020-10-11-12,0,2588.6,47.4
2020-10-11-13,0,2651.5,49.9
2020-10-11-14,0,2700.0,52.4
2020-10-11-15,0,2748.7,54.9
2020-10-11-16,0,2793.5,57.4
2020-10-11-17,0,2757.2,60.1
2020-10-11-18,0,2966.2,62.7
2020-10-11-19,0,2833.0,65.4
2020-10-11-20,0,2790.2,68.2
2020-10-11-21,0,2864.2,70.9
2020-10-11-22,0,2737.9,73.6
2020-10-11-23,0,2702.0,76.2
2020-10-12-0,1,2652.1,78.8
2020-10-12-1,1,2574.5,81.3
2020-10-12-2,1,2622.0,83.7
2020-10-12-3,1,2562.5,86.1
2020-10-12-4,1,2578.3,88.6
2020-10-12-6,1,2514.4,93.3
2020-10-12-7,1,2643.1,95.6
2020-10-12-8,1,2926.5,98.0
2020-10-12-9,1,3178.9,100.7
2020-10-12-10,1,3163.5,103.7
2020-10-12-11,1,3217.4,106.8
2020-10-12-12,1,3213.9,109.8
2020-10-12-13,1,3148.8,112.8
2020-10-12-14,1,3186.7,115.8
2020-10-12-15,1,3240.4,118.8
2020-10-12-16,1,3294.5,121.9
2020-10-12-17,1,3309.7,125.1
2020-10-12-18,1,3207.0,128.2
2020-10-12-19,1,3000.1,131.2
2020-10-12-20,1,2944.7,134.0
2020-10-12-21,1,2901.5,136.8
2020-10-12-22,1,2903.4,139.6
2020-10-12-23,1,2771.6,142.3
2020-10-13-0,1,2649.2,144.9
2020-10-13-1,1,2564.5,147.4
2020-10-13-2,1,2459.2,149.8
2020-10-13-3,1,2428.5,152.2
2020-10-13-4,1,2383.3,154.5
2020-10-13-5,1,2387.1,156.7
2020-10-13-7,1,2483.7,161.2
2020-10-13-8,1,2658.6,163.5
2020-10-13-9,1,3011.5,166.1
2020-10-13-10,1,3071.8,168.9
2020-10-13-11,1,3043.5,171.7
2020-10-13-12,1,2991.5,174.6
2020-10-13-13,1,3081.2,177.4
2020-10-13-14,1,3047.4,180.3
2020-10-13-15,1,3176.8,183.2
2020-10-13-16,1,3061.4,186.2
2020-10-13-17,1,3007.9,189.1
2020-10-13-18,1,2965.3,192.0
2020-10-13-19,1,2799.1,194.8
2020-10-13-20,1,2698.0,197.5
2020-10-13-21,1,2746.9,200.1
2020-10-13-22,1,2633.1,202.6
2020-10-13-23,1,2628.7,205.1
2020-10-14-0,1,2613.6,207.6
2020-10-14-1,1,2480.9,210.0
2020-10-14-2,1,2487.6,212.4
2020-10-14-3,1,2389.0,214.7
2020-10-14-4,1,2325.5,217.0
2020-10-14-5,1,2353.5,219.2
2020-10-14-6,1,2364.7,221.4
2020-10-15-9,1,3065.6,228.5
2020-10-15-10,1,3191.6,231.4
2020-10-15-11,1,3133.7,234.4
2020-10-15-12,1,3086.0,237.4
2020-10-15-13,1,3087.4,240.4
2020-10-15-14,1,3135.6,243.4
2020-10-15-15,1,3201.8,246.3
2020-10-15-16,1,3195.8,249.3
2020-10-15-17,1,3230.7,252.4
2020-10-15-18,1,3044.7,255.5
2020-10-15-19,1,2894.7,258.4
2020-10-15-20,1,2830.9,261.2
2020-10-15-21,1,2823.3,263.9
2020-10-15-22,1,2550.4,266.5
2020-10-15-23,1,2566.2,269.0
2020-10-16-0,1,2613.6,207.6
2020-10-16-1,1,2480.9,210.0
2020-10-16-2,1,2487.6,212.4
2020-10-16-3,1,2389.0,214.7
2020-10-16-4,1,2325.5,217.0
2020-10-16-5,1,2353.5,219.2
2020-10-16-6,1,2364.7,221.4
2020-10-16-7,1,2455.3,223.6
2020-10-16-8,1,2821.1,225.9
2020-10-16-10,1,3191.6,231.4
2020-10-16-11,1,3133.7,234.4
2020-10-16-12,1,3086.0,237.4
2020-10-16-13,1,3087.4,240.4
2020-10-16-14,1,3135.6,243.4
2020-10-16-15,1,3201.8,246.3
2020-10-16-16,1,3195.8,249.3
2020-10-16-17,1,3230.7,252.4
2020-10-16-18,1,3044.7,255.5
2020-10-16-19,1,2894.7,258.4
2020-10-16-20,1,2830.9,261.2
2020-10-16-21,1,2823.3,263.9
2020-10-16-22,1,2550.4,266.5
2020-10-16-23,1,2566.2,392.4
2020-10-17-0,0,2527.9,394.6
2020-10-17-1,0,2484.8,397.0
2020-10-17-2,0,2380.9,399.3
2020-10-17-3,0,2371.1,401.6
2020-10-17-4,0,2291.8,403.8
2020-10-17-5,0,2327.4,406.0
2020-10-17-6,0,2185.3,408.2
2020-10-17-7,0,2225.7,410.3
2020-10-17-8,0,2370.7,412.4
2020-10-17-9,0,2279.0,414.5
2020-10-17-11,0,2329.9,418.8
2020-10-17-12,0,2346.9,420.9
2020-10-17-13,0,2325.5,423.1
2020-10-17-14,0,2435.3,425.3
2020-10-17-15,0,2455.6,427.5
2020-10-17-16,0,2542.6,429.9
2020-10-17-17,0,2710.4,432.3
2020-10-17-18,0,2712.0,434.8
2020-10-17-19,0,2620.9,437.3
2020-10-17-20,0,2623.2,439.8
2020-10-17-21,0,2584.9,442.3
2020-10-17-22,0,2555.0,444.8
2020-10-17-23,0,2557.8,447.2
2020-10-18-0,0,2466.7,449.5
2020-10-18-1,0,2409.5,451.9
2020-10-18-2,0,2407.5,454.1
2020-10-18-3,0,2316.2,456.4
2020-10-18-4,0,2342.1,458.6
2020-10-18-5,0,2306.6,460.8
2020-10-18-6,0,2290.9,463.0
2020-10-18-7,0,2263.1,465.1
2020-10-18-8,0,2206.5,467.3
2020-10-18-9,0,2229.7,469.4
2020-10-18-10,0,2286.5,471.5
2020-10-19-13,1,2942.6,535.2
2020-10-19-14,1,3183.0,538.0
2020-10-19-15,1,3097.3,540.9
2020-10-19-16,1,3171.0,543.9
2020-10-19-17,1,3171.0,546.9
2020-10-19-18,1,3059.1,549.9
2020-10-19-19,1,2909.1,552.8
2020-10-19-20,1,2862.3,555.6
2020-10-19-21,1,2736.8,558.3
2020-10-19-22,1,2785.5,560.9
2020-10-19-23,1,2683.9,563.6
2020-10-20-0,1,2696.1,566.1
2020-10-20-1,1,2607.2,568.7
2020-10-20-2,1,2486.8,571.1
2020-10-20-3,1,2485.2,573.5
2020-10-20-4,1,2401.0,575.8
2020-10-20-5,1,2394.2,578.1
2020-10-20-6,1,2409.4,580.3
2020-10-20-7,1,2453.1,582.6
2020-10-20-8,1,2739.1,584.9
2020-10-20-9,1,2960.3,587.3
2020-10-20-10,1,3039.3,590.1
2020-10-20-11,1,2987.9,593.0
2020-10-20-12,1,2819.0,595.8
2020-10-21-15,1,3379.7,668.8
2020-10-21-16,1,3313.7,672.0
2020-10-21-17,1,3308.2,675.2
2020-10-21-18,1,3189.0,678.3
2020-10-21-19,1,3009.3,681.3
2020-10-21-20,1,2925.6,684.1
2020-10-21-21,1,2948.9,686.9
2020-10-21-22,1,2838.3,689.7
2020-10-21-23,1,2881.3,692.4
2020-10-22-0,1,2808.0,695.1
2020-10-22-1,1,2700.0,697.7
2020-10-22-2,1,2627.3,700.2
2020-10-22-3,1,2553.0,702.7
2020-10-22-4,1,2514.6,705.1
2020-10-22-5,1,2511.8,707.5
2020-10-22-6,1,2540.3,709.8
2020-10-22-7,1,2544.0,712.2
2020-10-22-8,1,2899.1,714.6
2020-10-22-9,1,3137.7,717.2
2020-10-22-10,1,3301.1,720.2
2020-10-22-11,1,3184.4,723.2
2020-10-22-12,1,3151.4,726.2
2020-10-22-13,1,3096.1,729.2
2020-10-22-14,1,3132.9,732.2
2020-10-22-16,1,3305.7,738.2
2020-10-22-17,1,3201.7,741.3
2020-10-22-18,1,3157.2,744.3
2020-10-22-19,1,3050.0,747.3
2020-10-22-20,1,2882.2,750.1
2020-10-22-21,1,2805.3,752.8
2020-10-22-22,1,2807.1,755.4
2020-10-22-23,1,2711.5,758.1
2020-10-23-0,1,2804.1,760.6
2020-10-23-1,1,2647.3,763.2
2020-10-23-2,1,2554.8,765.7
2020-10-23-3,1,2498.7,768.1
2020-10-23-4,1,2477.0,770.5
2020-10-23-5,1,2424.4,772.8
2020-10-23-6,1,2428.2,775.1
2020-10-23-7,1,2519.7,777.3
2020-10-23-8,1,2756.3,779.7
2020-10-23-9,1,3051.8,782.2
2020-10-23-10,1,2991.8,785.0
2020-10-23-11,1,2965.8,787.9
2020-10-23-12,1,2904.4,790.7
2020-10-23-13,1,2986.6,793.4
2020-10-23-14,1,2998.3,796.2
2020-10-23-15,1,3207.9,799.0
2020-10-23-17,1,3205.1,804.9
2020-10-23-18,1,2990.0,807.9
2020-10-23-19,1,2793.4,810.7
2020-10-23-20,1,2783.5,813.4
2020-10-23-21,1,2791.6,816.0
2020-10-23-22,1,2664.5,818.6
2020-10-23-23,1,2639.7,821.1
2020-10-24-0,0,2665.3,823.6
2020-10-24-1,0,2608.7,826.0
2020-10-24-2,0,2550.8,828.5
2020-10-24-3,0,2486.5,830.8
2020-10-24-4,0,2483.8,833.2
2020-10-24-5,0,2418.3,835.5
2020-10-24-6,0,2415.6,837.8
2020-10-24-7,0,2341.9,840.0
2020-10-24-8,0,2315.8,842.2
2020-10-24-9,0,2312.7,844.4
2020-10-24-10,0,2315.8,846.5
2020-10-24-11,0,2265.0,848.7
2020-10-24-12,0,2304.6,850.8
2020-10-24-13,0,2320.2,853.0
2020-10-24-14,0,2464.3,855.2
2020-10-24-15,0,2458.8,857.4
2020-10-24-16,0,2628.5,859.7
2020-10-25-19,0,2845.9,924.1
2020-10-25-20,0,2811.1,926.8
2020-10-25-21,0,2716.1,929.4
2020-10-25-22,0,2810.3,932.0
2020-10-25-23,0,2693.3,934.6
2020-10-26-0,1,2636.6,937.2
2020-10-26-1,1,2696.6,939.7
2020-10-26-2,1,2505.6,942.1
2020-10-26-3,1,2478.1,944.5
2020-10-26-4,1,2466.5,946.8
2020-10-26-5,1,2412.9,949.1
2020-10-26-6,1,2491.0,951.4
2020-10-26-7,1,2646.2,953.7
2020-10-26-8,1,2775.7,956.1
2020-10-26-9,1,2985.0,958.7
2020-10-26-10,1,3053.1,961.5
2020-10-26-11,1,3251.9,964.3
2020-10-26-12,1,2978.3,967.3
2020-10-26-13,1,2923.1,970.1
2020-10-26-14,1,3074.7,972.9
2020-10-26-15,1,3014.8,975.8
2020-10-26-16,1,3086.4,978.7
2020-10-26-17,1,3092.0,981.6
2020-10-26-18,1,3048.6,984.6
2020-10-26-20,1,2909.4,990.4
2020-10-26-21,1,2766.1,993.2
2020-10-26-22,1,2716.6,995.8
2020-10-26-23,1,2746.0,998.4
2020-10-27-0,1,2660.1,1.1
2020-10-27-1,1,2603.4,3.6
2020-10-27-2,1,2472.4,6.0
2020-10-27-3,1,2466.1,8.4
2020-10-27-4,1,2366.0,10.7
2020-10-27-5,1,2414.5,12.9
2020-10-27-6,1,2393.2,15.2
2020-10-27-7,1,2513.0,17.4
2020-10-27-8,1,2767.2,19.7
2020-10-27-9,1,3144.2,22.3
2020-10-27-10,1,3144.2,25.1
2020-10-27-11,1,3115.6,28.1
2020-10-27-12,1,2976.7,31.0
2020-10-27-13,1,3032.6,33.8
2020-10-27-14,1,2971.4,36.6
2020-10-27-15,1,3094.9,39.4
2020-10-27-16,1,3170.6,42.3
2020-10-27-17,1,3134.4,45.3
2020-10-27-18,1,3169.4,48.4
2020-10-27-19,1,3058.4,51.4
2020-10-27-21,1,2949.5,57.2
2020-10-27-22,1,2889.0,60.0
2020-10-27-23,1,2800.9,62.7
2020-10-28-0,1,2699.2,65.4
2020-10-28-1,1,2559.8,67.9
2020-10-28-2,1,2486.7,70.4
2020-10-28-3,1,2519.1,72.7
2020-10-28-4,1,2489.9,75.1
2020-10-28-5,1,2465.1,77.4
2020-10-28-6,1,2512.2,79.8
2020-10-28-7,1,2564.1,82.1
2020-10-28-8,1,2844.1,84.5
2020-10-28-9,1,3050.4,87.2
2020-10-28-10,1,3211.5,90.1
2020-10-28-11,1,3160.0,93.1
2020-10-28-12,1,3002.9,96.1
2020-10-28-13,1,3024.9,98.9
2020-10-28-14,1,2931.3,101.8
2020-10-28-15,1,3025.6,104.6
2020-10-28-16,1,3060.0,107.4
2020-10-28-17,1,3067.6,110.3
2020-10-28-18,1,3121.4,113.2
2020-10-28-19,1,2958.6,116.1
2020-10-28-20,1,2872.2,118.9
2020-10-29-23,1,2665.8,189.4
2020-10-30-0,1,2576.4,191.9
2020-10-30-1,1,2635.9,194.3
2020-10-30-2,1,2544.9,196.7
2020-10-30-3,1,2447.0,199.0
2020-10-30-4,1,2447.5,201.3
2020-10-30-5,1,2445.7,203.6
2020-10-30-6,1,2390.4,205.9
2020-10-30-7,1,2409.4,208.2
2020-10-30-8,1,2746.3,210.5
2020-10-30-9,1,2867.1,213.1
2020-10-30-10,1,3017.4,215.8
2020-10-30-11,1,3008.7,218.6
2020-10-30-12,1,2889.3,221.4
2020-10-30-13,1,2973.9,224.2
2020-10-30-14,1,2869.9,226.9
2020-10-30-15,1,2992.7,229.6
2020-10-30-16,1,3014.0,232.5
2020-10-30-17,1,3109.1,235.4
2020-10-30-18,1,2988.9,238.3
2020-10-30-19,1,2828.4,241.1
2020-10-30-20,1,2745.8,243.7
2020-10-30-21,1,2716.4,246.3
2020-10-30-22,1,2648.7,248.8
2020-10-31-0,0,2546.7,253.8
2020-10-31-1,0,2546.7,256.2
2020-10-31-2,0,2479.0,258.5
2020-10-31-3,0,2404.3,260.9
2020-10-31-4,0,2413.5,263.1
2020-10-31-5,0,2409.0,265.4
2020-10-31-6,0,2362.2,267.6
2020-10-31-7,0,2405.5,269.8
2020-10-31-8,0,2317.6,272.0
2020-10-31-9,0,2278.4,274.2
2020-10-31-10,0,2296.3,276.3
2020-10-31-11,0,2263.4,278.4
2020-10-31-12,0,2272.0,280.6
